	sentence	label
5373	i admire it and yet can not recommend it , because it overstays its natural running time . 	0
1559	seems to have been ` it 's just a kids ' flick 	0
46842	the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours . 	0
24864	sinks into by-the-numbers territory . 	0
64895	once she lets her love depraved leads meet , ( denis ' ) story becomes a hopeless , unsatisfying muddle 	0
28274	problem 	0
25552	could have been a daytime soap opera 	0
7149	know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money 	0
8295	inept 	0
53444	some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity . 	0
26618	patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary 	0
37656	a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her . 	0
37211	about rubbo 's dumbed-down tactics 	0
9625	bad alternative music 	0
66244	to find better entertainment 	0
48841	dragged on 	0
27642	barely interesting 	0
61213	bluff 	0
59477	taking a hands-off approach when he should have shaped the story to show us why it 's compelling 	0
56568	just another voyeuristic spectacle 	0
42248	filmed directly from a television monitor 	0
19812	's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it . 	0
11514	unoriginal terms 	0
6614	have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else 	0
13905	not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ? 	0
39162	fairly uneventful 	0
26378	crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . 	0
1992	an unchanged dullard 	0
38738	bad filmmaking 	0
21143	( the kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow 	0
28497	a low-rent retread 	0
11025	overly old-fashioned 	0
25717	purgatory county 	0
52811	unfocused , excruciatingly tedious 	0
41046	feels like a cold old man going through the motions . 	0
31214	dishonest and pat as any hollywood fluff . 	0
17731	a dullard 	0
17711	feels stitched together from stock situations and characters from other movies 	0
14281	a college keg party 	0
14494	a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time 	0
66773	generic scripts 	0
47530	to see who can out-bad-act the other 	0
41526	a very depressing movie 	0
36967	been there , done that ... a thousand times already , and better . 	0
14770	a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny 	0
7187	virtually no one 	0
21758	the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again . 	0
56989	the perfect cure for insomnia 	0
52472	a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely 	0
35806	so many flaws 	0
15158	yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't . 	0
35584	if the movie knew what to do with him 	0
165	disney again ransacks its archives for a quick-buck sequel . 	0
63744	has become apparent that the franchise 's best years are long past . 	0
29948	too often , the viewer is left puzzled by the mechanics of the delivery 	0
35860	the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy 	0
27645	your face for two hours 	0
56896	and sickening product placement 	0
5410	wrong things 	0
66316	mawkish dialogue 	0
45206	's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . 	0
17556	throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . 	0
26878	they spend years trying to comprehend it 	0
24874	're often undone by howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject 	0
22114	, he loses the richness of characterization that makes his films so memorable 	0
40170	the thin veneer of nationalism 	0
60471	take the warning literally 	0
34742	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises 	0
43295	spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet 	0
26510	to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement . 	0
55792	makes no sense 	0
5854	as ugly as the shabby digital photography and muddy sound 	0
62200	terribly 	0
38513	darkness 	0
51245	even fans of sandler 's comic taste may find it uninteresting 	0
34878	it 's just merely very bad . 	0
6413	the blanket statements and dime-store ruminations 	0
48549	more like a mere excuse for the wan , thinly sketched story 	0
30537	that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off 	0
34020	that 's superficial and unrealized 	0
13447	schmucks 	0
758	wedding feels a bit anachronistic . 	0
3352	flat , unconvincing 	0
59624	the audience when i saw this one was chuckling at all the wrong times , and 	0
9344	auto-critique 	0
47274	you find yourself praying for a quick resolution 	0
24435	although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film . 	0
35291	the killing field and 	0
6204	all by stuffing himself into an electric pencil sharpener 	0
7337	horrific 	0
22225	to be fully forgotten 	0
49043	no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining 	0
2982	undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold 	0
16664	slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth . 	0
62667	has made the near-fatal mistake of being what the english call ` too clever by half . ' 	0
31305	take me back to a time before i saw this movie 	0
10063	does little here 	0
31174	weighted down with slow , uninvolving storytelling 	0
36888	now it is a copy of a copy of a copy 	0
4698	aged past his prime 	0
13239	grievous but obscure 	0
42435	it 's definitely not made for kids or their parents , for that matter , and 	0
13072	comes the first lousy guy ritchie imitation . 	0
15744	far more interested in gross-out humor 	0
40494	nonsensical and laughable plotting 	0
51152	recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak 	0
50632	squanders chan 's uniqueness 	0
42549	denied her own athleticism by lighting that emphasizes every line and sag . 	0
6488	the plot seems a bit on the skinny side 	0
41666	worthless , 	0
35821	monotony 	0
58114	two whole hours 	0
59703	sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . 	0
17985	can tell what it is supposed to be , but ca n't really call it a work of art . 	0
17320	banderas looks like he 's not trying to laugh at how bad 	0
38818	's sanctimonious , self-righteous and so eager 	0
22968	impostor is a step down for director gary fleder . 	0
24877	hard-to-swallow 	0
44447	a story that 's shapeless and uninflected 	0
51070	see nothing in it to match the ordeal of sitting through it 	0
10463	dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue . 	0
47226	is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure 	0
55933	an open wound 	0
22508	indicative of how uncompelling the movie is unless it happens to cover your particular area of interest 	0
10735	this emotional misery 	0
50258	is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience . 	0
21326	a confusing melange of tones and styles , one moment a romantic trifle 	0
39550	unless you 're a fanatic , the best advice is : ` scooby ' do n't . 	0
48807	emotionally desiccated 	0
46293	a weird fizzle 	0
27034	you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . 	0
17677	who can out-bad-act the other 	0
33027	the ` wow ' factor 	0
48984	a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story 	0
54948	super troopers suffers because it does n't have enough vices to merit its 103-minute length . 	0
10724	with a hack script 	0
13746	equals the sum of its pretensions . 	0
40754	, director fisher stevens inexplicably dips key moments from the film in waking life water colors . 	0
67141	most offensive action 	0
33081	unlaughable 	0
8827	take as long as you 've paid a matinee price 	0
61124	allows the film to drag on for nearly three hours 	0
34484	lumps of coal 	0
13275	manages for but a few seconds 	0
29147	tragic ) 	0
66125	tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span . 	0
67094	resolutely unamusing , how thoroughly unrewarding all of this 	0
63634	my eyelids ... getting 	0
52337	has popped up with more mindless drivel 	0
43759	the characters are paper thin 	0
17419	is hardly the most original fantasy film ever made 	0
59784	... a bland , pretentious mess . 	0
1419	tastelessness and gall 	0
62907	is just as obvious as telling a country skunk 	0
12036	the clumsy cliché of the ugly american 	0
32647	a rather listless amble down 	0
43930	each scene drags , underscoring the obvious , and sentiment is slathered on top 	0
6841	other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst . 	0
36490	continuity errors 	0
9104	transvestite comedy 	0
24531	the dimming 	0
35571	its unbelievable naïveté and arbitrary flashbacks 	0
21798	, a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement . 	0
44116	expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) 	0
7490	this low-rent -- and even lower-wit -- rip-off of the farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time . 	0
31472	there is simply not enough of interest onscreen to sustain its seventy-minute running time . 	0
61495	furiously 	0
8219	have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat . 	0
62316	it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here 	0
43458	, stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr. drew barrymore . 	0
3186	overwrought 	0
6549	whimper 	0
50805	shatner is probably the funniest person in the film , which gives you an idea just how bad it was . 	0
32061	flawed 	0
8567	would be an abridged edition 	0
2868	who are trying to make their way through this tragedy 	0
19431	to get in the way 	0
2516	superficial . 	0
55136	of clichés and a dim 	0
1938	in sham actor workshops and an affected malaise 	0
6298	no big whoop , nothing new to see , 	0
16039	said that if she had to sit through it again , she should ask for a raise 	0
29478	an ugly , pointless , stupid movie 	0
36341	unless bob crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression . 	0
21563	change the fact that what we have here is a load of clams left in the broiling sun for a good three days 	0
53860	by which time it 's impossible to care who wins 	0
58724	extra-dry 	0
32675	arduous 	0
41171	all the scenic appeal of a cesspool 	0
54227	authentically vague , but ultimately purposeless , study 	0
16570	accept it as life and 	0
8954	all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television . 	0
1056	muddled , simplistic and more than a little pretentious . 	0
16961	not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted 	0
6559	so sloppy , so uneven , so damn unpleasant 	0
16463	boredom 	0
53044	a thriller without a lot of thrills . 	0
5889	watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped 	0
4343	that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees 	0
39958	shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives . 	0
66758	shifting in your chair too often 	0
65274	a failure as straight drama 	0
53396	it ca n't really be called animation 	0
38412	so much fun dissing the film that they did n't mind the ticket cost 	0
26565	more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks . 	0
19818	ca n't help suspecting that it was improvised on a day-to-day basis during production . 	0
23004	the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling 	0
43465	a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining 	0
11995	lacked 	0
37668	mundane '70s 	0
39652	looking for a story 	0
28756	an unfortunate title for a film that has nothing endearing about it . 	0
41658	sexist 	0
45852	to decide what annoyed me most about god is great 	0
48136	is never quite able 	0
19484	animation back 30 years , 	0
43368	be underestimated 	0
31243	the dark 	0
28615	wasted nearly two hours of your own precious life with this silly little puddle of a movie 	0
32199	dark pit 	0
46801	exceptionally dreary and overwrought 	0
18018	a fake street drama that keeps telling you 	0
57901	anguish 	0
8006	about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful . 	0
54318	of scorn 	0
6788	bitchy frolic 	0
62932	disintegrating bloodsucker computer effects 	0
18231	charmless and 	0
28284	you can taste it , but there 's no fizz 	0
6092	that there 's really not much of a sense of action 	0
7658	a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy 	0
3343	a determined , ennui-hobbled slog that really does n't have much to say beyond the news 	0
26803	stale first act , scrooge story , 	0
16891	even when crush departs from the 4w formula ... it feels like a glossy rehash . 	0
61205	has none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' , and feels more like lyne 's stolid remake of `` lolita '' 	0
4524	of our most conservative and hidebound movie-making traditions 	0
25930	self-consciously arty 	0
42210	blood 	0
53435	the young woman 's infirmity and her naive dreams 	0
4837	yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling 	0
13783	yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , 	0
9506	be probing why a guy with his talent ended up in a movie this bad 	0
24200	will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious 	0
3379	this is standard crime drama fare ... instantly forgettable and thoroughly dull . 	0
42536	of the worst movies of the year 	0
17571	, all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s . 	0
5441	to play second fiddle to the dull effects that allow the suit to come to life 	0
47063	to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism 	0
4101	will likely set the cause of woman warriors back decades 	0
19413	the obnoxious special effects 	0
5238	naïveté and arbitrary 	0
25096	every joke is repeated at least -- annoying , is n't it 	0
45072	seemed bored , cheering the pratfalls but little else 	0
10858	clumsily manufactured exploitation flick 	0
52549	the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ; one feels cheated , and 	0
38988	that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery 	0
57812	, flashy , overlong soap opera . 	0
36047	that i just did n't care 	0
34381	endlessly repetitive 	0
24493	went astray 	0
36640	a very depressing movie of many 	0
64511	it is very difficult to care about the character 	0
22577	prozac nation 	0
48248	adam sandler 's eight crazy nights grows on you -- like a rash . 	0
65728	as sappy as big daddy 	0
26559	down to whether you can tolerate leon barlow 	0
39340	no match for the insipid script he has crafted with harris goldberg 	0
13349	norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced 	0
57085	shallow and glib 	0
54810	the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch . 	0
6509	sub-par 	0
62859	worn-out material 	0
24151	a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet 	0
14221	, collateral damage presents schwarzenegger as a tragic figure 	0
501	a bad blend 	0
64211	disgusting 	0
41063	ill-equipped 	0
35994	there is a difference between movies with the courage to go over the top and movies that do n't care about being stupid 	0
60923	members of the cultural elite 	0
20359	invested in undergraduate doubling subtexts and ridiculous stabs 	0
57213	works its way up to merely bad rather than painfully awful 	0
44708	flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up 	0
31355	has its redundancies 	0
2626	however sincere it may be , the rising place never quite justifies its own existence . 	0
45512	the dark areas of parent-child relationships 	0
16687	lacking any sense of commitment to or 	0
32949	comedically labored 	0
33817	artificial 	0
53404	elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naïf 's encounter with the world . 	0
39240	just slopped ` em together here 	0
48289	in bad need of major acting lessons and maybe a little coffee 	0
12511	'm left slightly disappointed that it did n't 	0
28670	an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades 	0
38607	a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making . 	0
42725	it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it . 	0
47982	find room for one more member of his little band , a professional screenwriter 	0
18582	run for your lives ! 	0
59966	koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own . 	0
3675	offers nothing more than a bait-and-switch that is beyond playing fair with the audience 	0
54816	a mediocre exercise 	0
29412	lazy material 	0
14577	is about grief 	0
45970	overwrought , melodramatic bodice-ripper . 	0
57376	, it can seem tiresomely simpleminded . 	0
64718	too clumsy in key moments 	0
40057	equally derisive clunker 	0
37640	's icky 	0
47556	are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching 	0
29686	what critics have come to term an `` ambitious failure 	0
54386	a rehash of every gangster movie 	0
44802	is that for the most part , the film is deadly dull . 	0
497	is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance . 	0
42560	flagrantly 	0
45683	the molehill 	0
15266	a laughable -- 	0
17803	to be invented to describe exactly how bad it is 	0
35248	under its own meager weight 	0
42805	determination to inject farcical raunch 	0
27268	lacks balance ... 	0
20960	give a backbone to the company and provide an emotional edge to its ultimate demise 	0
54393	that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness 	0
39011	living hell 	0
16625	the only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds . 	0
49737	everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious 	0
54028	a flat script and a low budget 	0
65699	such a worthless film 	0
53983	that does n't reveal even a hint of artifice 	0
6107	too much power , not enough puff . 	0
17699	pure over-the-top trash 	0
38088	with false starts 	0
34862	sketch inspired by the works of john waters and todd solondz , rather than a fully developed story 	0
1873	want my money back . 	0
64825	the sorriest and 	0
33261	even the corniest and most hackneyed contrivances 	0
12182	from too much norma rae and not enough pretty woman 	0
48091	utterly painful to watch 	0
19242	whether it 's the worst movie of 2002 , i ca n't say for sure 	0
43802	talk down to them 	0
50531	a total rehash 	0
25673	colin hanks is in bad need of major acting lessons and maybe a little coffee . 	0
55093	cut to a new scene , which also appears to be the end . 	0
63269	nothing but boilerplate clichés 	0
29916	sinks further and further into comedy futility 	0
42323	a plot as musty as one of the golden eagle 's carpets 	0
6662	sleep or bewildered by the artsy and often pointless visuals 	0
34558	take before indigestion sets 	0
849	well to cram earplugs 	0
257	a setup so easy it borders on facile 	0
62326	a domestic melodrama with weak dialogue and biopic 	0
21865	morally ambiguous and nothing to shout about . 	0
56194	a documentary to make the stones weep -- as shameful as it is scary . 	0
56740	has little clue 	0
16095	find little of interest in this film , which is often preachy and poorly acted 	0
45961	would be me : fighting off the urge to doze . 	0
42127	a lazy exercise 	0
20322	the price of the match that should be used to burn every print of the film 	0
32796	the tale with bogus profundities 	0
50201	's not as single-minded as john carpenter 's original 	0
66	we never feel anything for these characters 	0
38193	our deepest , media-soaked fears 	0
17931	nicholas nickleby is too much like a fragment of an underdone potato . 	0
11560	the filmmakers keep pushing the jokes at the expense of character until things fall apart . 	0
29889	that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination 	0
29347	has a built-in audience , but only among those who are drying out from spring break and 	0
46837	melancholy 	0
19152	everybody , wan na watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ? 	0
55848	the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms. ambrose . 	0
41932	feel-bad ending 	0
8423	while the extensive use of stock footage quickly becomes a tiresome cliché 	0
28299	the toughest ages a kid can go through 	0
64420	a preposterous , prurient whodunit . 	0
32049	is one that should be thrown back in the river 	0
24543	it contains almost enough chuckles for a three-minute sketch , and no more . 	0
43878	absurdities and inconsistencies 	0
31478	dabbles all around 	0
48621	they ought to be a whole lot scarier than they are in this tepid genre offering . 	0
65188	a glossy rehash 	0
56243	altogether darker side 	0
11076	carefully choreographed atrocities , which become strangely impersonal and abstract 	0
46552	... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters . 	0
44336	less funny 	0
36161	did they deem it necessary to document all this emotional misery 	0
30625	has a tougher time balancing its violence with kafka-inspired philosophy 	0
29124	techno-tripe 	0
53772	easy to be bored by as your abc 's 	0
19617	a poor fit with kieslowski 's lyrical pessimism 	0
30182	sets a new benchmark for lameness . 	0
46212	the script , the gags , the characters are all direct-to-video stuff , and 	0
8515	a fifty car pileup of cliches . 	0
40067	an abused , inner-city autistic 	0
14692	i 've seen some bad singer-turned actors 	0
52819	it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring . 	0
59483	all the small moments and flashbacks do n't add up to much more than trite observations on the human condition . 	0
55886	's got to be a more graceful way of portraying the devastation of this disease . 	0
9525	is flat . 	0
15517	and artistically inept 	0
26171	there 's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale . 	0
47483	the sheer ugliness 	0
61583	's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny 	0
19896	've wasted nearly two hours of your own precious life with this silly little puddle of a movie 	0
17793	offers no new insight on the matter , 	0
53013	constrictive 	0
56973	if the filmmakers come up with nothing original in the way of slapstick sequences 	0
29842	absurd plot twists 	0
40658	a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers 	0
65195	's a pedestrian , flat drama that screams out ` amateur ' in almost every frame . 	0
1845	, you realize there 's no place for this story to go but down 	0
20965	difficult 	0
7804	just a simple fable done in an artless sytle , 	0
51890	it is too bad that this likable movie is n't more accomplished . 	0
62959	that we would pay a considerable ransom not to be looking at 	0
44417	a distinctly minor effort 	0
59091	the breezy and amateurish feel 	0
13155	into too many pointless situations 	0
65604	, sexist 	0
65218	is one big excuse to play one lewd scene after another 	0
32878	just another teen movie 	0
64	though ford and neeson capably hold our interest , but its just not a thrilling movie 	0
63059	of a mishmash 	0
44474	seems inconceivable 	0
9596	kitchen-sink homage 	0
51957	if you have the patience for it 	0
3261	's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . 	0
9523	every joke is repeated at least 	0
42355	it 's plotless , shapeless -- 	0
27928	what we have here is a load of clams left in the broiling sun for a good three days 	0
48478	should pay reparations to viewers . 	0
1554	one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original 	0
11234	do n't blame eddie murphy but should n't 	0
11308	largely improvised 	0
48729	as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points 	0
28283	to let this morph into a typical romantic triangle 	0
29824	believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action 	0
10103	an american ( and an america ) always reaching for something just outside his grasp 	0
51894	distinctly minor effort 	0
42630	stale first act , scrooge story , blatant product placement 	0
28871	hate this one 	0
55931	graceless and 	0
61512	for this sort of thing to work , we need agile performers , 	0
44636	none of this sounds promising 	0
63684	a rehash 	0
47470	only masochistic moviegoers 	0
2449	exploitative and 	0
57704	is the kathie lee gifford of film directors , 	0
56829	the story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge . 	0
3115	useless 	0
17017	ultimately losing cause 	0
21210	it is supposed to be , but ca n't really call it a work of art 	0
43530	priggish , lethargically paced parable of renewal . 	0
35737	a sluggish pace and lack of genuine narrative 	0
33391	none-too-original premise 	0
46652	otherwise drowns in a sea of visual and verbal clichés 	0
29240	as a seven rip-off 	0
16613	dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue 	0
48402	suffers a severe case of oversimplification , superficiality and silliness . 	0
9649	tries to pump life into overworked elements from eastwood 's dirty harry period 	0
50386	, absurd , 	0
43398	howard and his co-stars all give committed performances , but they 're often undone by howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject 	0
31731	poor hermocrates and leontine 	0
35213	generic scripts that seek to remake sleepless in seattle again and again 	0
58221	gets added disdain for the fact 	0
49464	thanks largely to williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film 	0
32786	it does a disservice to the audience and to the genre . 	0
12568	lacks 	0
34443	i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short . 	0
7528	is a case of too many chefs fussing over too weak a recipe . 	0
58978	more than a whiff of exploitation 	0
47049	misconstrued 	0
57238	, dramatized pbs program 	0
38105	a cliché 	0
57216	dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation 	0
56184	does n't have much to say beyond the news 	0
53912	becomes lifeless and falls apart like a cheap lawn chair . 	0
64245	of ` let 's get this thing over with 	0
37225	clichés , 	0
18123	is often way off 	0
9599	that 's where this film should have remained 	0
65416	the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show . 	0
3146	of virtually plotless meanderings 	0
60231	, it 's too long and unfocused . 	0
666	does not work . 	0
62260	little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon 	0
37251	inane and 	0
34461	offer audiences any way of gripping what its point is , or even its attitude toward its subject 	0
51690	not quite as miraculous as its dreamworks makers 	0
20728	up as the worst kind of hubristic folly 	0
48998	occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma . 	0
9309	as those monologues stretch on and on , you realize there 's no place for this story to go but down 	0
6137	an empty , purposeless 	0
44826	to intolerable levels 	0
30040	an overexposed waste of film 	0
12636	come off too amateurish and awkward 	0
14521	this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` why ? 	0
59105	's nothing resembling a spine here 	0
3370	hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss 	0
28382	victims 	0
