	sentence	label
34990	from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer 	0
38075	jumbled 	0
57693	were at home watching that movie instead of in the theater watching this one 	0
34578	few ` cool ' actors 	0
59294	you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary 	0
253	tedious norwegian offering which somehow snagged an oscar nomination . 	0
33992	lacks the detail of the book 	0
5772	walked out 	0
19308	takes a sudden turn and devolves 	0
38456	woody allen seems to have bitterly forsaken 	0
18751	is clear : not easily and , in the end , not well enough 	0
34020	that 's superficial and unrealized 	0
62481	this flat run 	0
58123	an ungainly movie , ill-fitting , 	0
24022	holes and completely lacking in chills 	0
65938	it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . 	0
21984	paints an absurdly simplistic picture 	0
19442	a film of empty , fetishistic violence in which murder is casual and fun 	0
19195	skullduggery and 	0
24350	rendered tedious 	0
61212	in need of some trims and a more chemistry between its stars 	0
55673	lethargically 	0
21666	90 punitive minutes 	0
9701	disguise it as an unimaginative screenwriter 's invention 	0
43983	none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' 	0
56183	perversity 	0
49353	paints an absurdly simplistic picture . 	0
54095	it might not be 1970s animation , 	0
53275	almost all of its accumulated enjoyment with a crucial third act miscalculation 	0
35232	this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy . 	0
16045	not even steven spielberg has dreamed up such blatant and sickening product placement in a movie . 	0
55318	skewed to ever get a hold on 	0
14655	a smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie . 	0
15470	the end result is like cold porridge with only the odd enjoyably chewy lump . 	0
51854	over-the-top , and 	0
39550	unless you 're a fanatic , the best advice is : ` scooby ' do n't . 	0
51700	, earnest and -- sadly -- dull 	0
53948	it 's more of the ` laughing at ' variety than the ` laughing with 	0
8166	the laziness and arrogance of a thing that already knows it 's won 	0
52886	it gets very ugly , very fast 	0
66344	in the long-winded heist comedy 	0
40350	bad enough to repulse any generation of its fans 	0
40444	flickering out by its perfunctory conclusion 	0
1738	proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast 	0
19694	find it diverting 	0
28042	patronizing 	0
61382	pretentious mess . 	0
24767	bogged down by an overly sillified plot and stop-and-start pacing . 	0
38729	the crap continues . 	0
15710	the logic of it all will be greek to anyone not predisposed to the movie 's rude and crude humor . 	0
39344	violent 	0
54463	for their acting chops , but for their looks 	0
21534	pack raw dough in my ears 	0
13591	hopkins looks like a drag queen 	0
25549	wears out its limited welcome 	0
47893	stop buying tickets 	0
49651	is plenty of room for editing 	0
36418	takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker 	0
3215	its critical backlash 	0
32010	quiet 	0
41567	dime-store psychology 	0
60730	goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . 	0
44945	admittedly problematic in its narrative specifics 	0
38078	boring and 	0
34125	it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such 	0
107	do n't work in concert 	0
22908	fairly predictable psychological thriller 	0
4364	to begrudge anyone for receiving whatever consolation 	0
5883	spare dialogue 	0
60536	ame and unnecessary . 	0
40224	seems to want both , but succeeds in making neither . 	0
59985	a bitter pill 	0
3767	a bad improvisation exercise , 	0
28664	the film more silly than scary 	0
41095	of ' a nightmare 	0
15577	cliched dialogue 	0
37051	into a warmed over pastiche 	0
29779	one more dumb high school comedy 	0
52954	unsatisfying muddle 	0
18199	shows moments of promise but ultimately succumbs to cliches and pat storytelling 	0
54076	's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long 	0
33262	never plays as dramatic even when dramatic things happen to people . 	0
42969	insanely violent and very graphic 	0
4725	memorable for a peculiar malaise that renders its tension flaccid and , 	0
26683	oversexed , at times overwrought comedy/drama that 	0
3785	a boring , pretentious muddle 	0
41512	an inept , tedious spoof of '70s 	0
39525	than like being stuck in a dark pit having a nightmare about bad cinema 	0
63136	runs out of steam after a half hour . 	0
63475	numbing experience 	0
63731	failed jokes , twitchy acting , 	0
12031	know i would have liked it more if it had just gone that one step further 	0
15087	pull it back 	0
29162	dead-end existence 	0
51367	the feeble examples 	0
40245	, i do n't see the point 	0
21281	essentially ruined -- or , rather 	0
20721	femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . 	0
24457	and `` terrible 	0
54019	the gutless direction 	0
28956	sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both . 	0
30653	less charitable 	0
31696	b.s. one another 	0
713	that the only rip off that we were aware of 	0
52066	like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal . 	0
11378	prejudice 	0
65949	sucked dry the undead action flick formula 	0
44930	to say the least , not to mention inappropriate and wildly undeserved 	0
43124	has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline . 	0
23192	only a fleeting grasp of how to develop them 	0
39462	does n't sustain interest beyond the first half-hour 	0
65151	... plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going . 	0
22569	awful snooze . 	0
60813	rude and profane 	0
1315	thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except 	0
53728	the dispassionate gantz brothers 	0
27400	that makes michael jordan jealous 	0
49415	for older fans or a silly , nickelodeon-esque kiddie flick 	0
51729	indescribably bad 	0
14506	that it even uses a totally unnecessary prologue , just because it seems obligatory 	0
39079	the story alone could force you to scratch a hole in your head . 	0
62046	make several runs to the concession stand and/or restroom and not 	0
13092	small in scope , 	0
17549	crappy 	0
42902	extremely unpleasant 	0
26314	not amused by the sick sense of humor 	0
3634	option to slap her creators because they 're clueless and inept 	0
40370	a children 's party clown 	0
58811	the movie is certainly not number 1 	0
46388	uncool the only thing missing is the `` gadzooks 	0
15841	too much like an infomercial for ram dass 's latest book 	0
15139	a gentle waking coma 	0
67080	ill-timed 	0
51858	loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat 	0
638	that there 's no other reason why anyone should bother remembering it 	0
60740	mark it takes an abrupt turn into glucose sentimentality and laughable contrivance 	0
44663	scum 	0
26792	none-too-funny commentary 	0
52855	morbid one 	0
33551	grinds itself out in increasingly incoherent fashion 	0
52827	overrides what little we learn along the way about vicarious redemption . 	0
9472	is so pat it makes your teeth hurt . 	0
6012	far too clever by half , howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . 	0
43660	traps audiences in a series of relentlessly nasty situations 	0
25025	be distasteful to children and adults alike 	0
22525	drama that takes itself all too seriously 	0
36025	lacks the skill or presence to regain any ground 	0
23851	could be any flatter 	0
51710	does n't add up to a whole lot 	0
54819	of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating 	0
15464	an annoying orgy of excess and exploitation 	0
52619	nasty 	0
52100	wo n't find anything to get excited about on this dvd 	0
5740	have not been this disappointed by a movie in a long time 	0
17323	uninspiring 	0
13454	that they are actually releasing it into theaters 	0
52275	strictly a ` guy 's film ' in the worst sense of the expression . 	0
42480	as visually bland as a dentist 's waiting room 	0
59690	far the worst movie of the year 	0
14852	flavorless 	0
46128	marking the slow , lingering death of imagination 	0
19288	could fail to respond 	0
29551	unbelievably stupid 	0
9955	here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha . 	0
4305	is that it is one that allows him to churn out one mediocre movie after another . 	0
55581	but disintegrates into a dreary , humorless soap opera . 	0
32580	do cliches , no matter how ` inside ' they are 	0
36506	a wannabe comedy 	0
29918	no character , loveable or otherwise 	0
195	lost in the translation this time 	0
10999	, lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature . 	0
29398	has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation 	0
66576	a strange film , one that was hard for me to warm up to 	0
14202	a baffling subplot involving smuggling drugs inside danish cows falls flat , and 	0
6064	an unpleasant debate that 's been given the drive of a narrative and that 's been acted out 	0
29227	at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . 	0
30314	found the movie as divided against itself as the dysfunctional family it portrays . 	0
41070	may not look as fully ` rendered ' as pixar 's industry standard 	0
1755	the movie is silly beyond comprehension , and 	0
59888	there 's always these rehashes to feed to the younger generations 	0
61371	at its utterly misplaced earnestness 	0
60261	nearly terminal case 	0
4939	loosely speaking , we 're in all of me territory again , and , strictly speaking , schneider is no steve martin 	0
47188	truly egregious 	0
16373	is a tired one , 	0
18531	self-flagellation is more depressing than entertaining . 	0
10326	slimed 	0
6052	nothing wrong with performances here , but the whiney characters bugged me . 	0
29141	typical late-twenty-somethings natter 	0
40397	the waterlogged script 	0
63543	a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome 	0
51860	is simply too ludicrous and borderline insulting . 	0
53805	acknowledges upfront that the plot makes no sense , 	0
58293	propaganda film 	0
37791	make the film more silly than scary , like some sort of martha stewart decorating program run amok . 	0
34791	no foundation for it 	0
22988	too mushy 	0
23417	this wafer-thin movie 	0
21649	struggle tragically 	0
21903	between presiding over the end of cinema as we know it and another night of delightful hand shadows 	0
60445	's low on both suspense and payoff 	0
58366	the somber pacing and lack of dramatic fireworks 	0
54995	's very little 	0
27090	a cliché left unsaid 	0
19589	this choppy and sloppy affair 	0
48415	a weepy melodrama 	0
43728	collapses 	0
44177	's surprisingly bland despite the heavy doses of weird performances and direction . 	0
34854	shankman ... and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story . 	0
31016	than forcing us to endure every plot contrivance that the cliché-riddled genre can offer 	0
65176	have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances 	0
23530	can be as tiresome as 9 seconds of jesse helms ' anti- castro 	0
30706	under-inspired 	0
46346	bordering on confessional 	0
45624	nothing but an episode of smackdown ! 	0
17894	seen it all before 	0
34801	sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it 	0
3265	lost and desolate 	0
4911	i wo n't be sitting through this one again 	0
6291	not a stereotype is omitted nor a cliché left unsaid . 	0
3427	little less bling-bling and a lot more 	0
45391	rushed to the megaplexes 	0
45508	since the evil dead 	0
14628	... a scummy ripoff of david cronenberg 's brilliant ` videodrome . ' 	0
26923	hollywood trap 	0
9927	to use the word `` new '' in its title 	0
10085	a movie that 's held captive by mediocrity . 	0
3650	you want to slap it 	0
57024	that hitler 's destiny was shaped by the most random of chances 	0
61645	a perverse , dangerous libertine and agitator 	0
50346	if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks 	0
25559	short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries 	0
31868	makes sense , with its unbelievable naïveté and arbitrary flashbacks 	0
37716	stinks from start to finish , like a wet burlap sack of gloom . 	0
16834	except as a harsh conceptual exercise 	0
14183	and pat storytelling 	0
13314	, windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . 	0
22352	boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect 	0
53065	little visible talent and 	0
6191	is even worse than i imagined a movie ever could be 	0
15052	believability was n't one of the film 's virtues . 	0
47935	almost immediately that welcome to collinwood is n't going to jell 	0
64325	nonsensical story 	0
25342	does n't add up 	0
43792	while the story 's undeniably hard to follow 	0
3439	a pathetically 	0
58472	, confused , and totally disorientated 	0
19318	that quickly wears out its limited welcome 	0
42768	looks as if it were made by a highly gifted 12-year-old instead of a grown man . 	0
4243	bad and 	0
64037	the murder 	0
5603	a huge disappointment coming , as it does , from filmmakers and performers of this calibre 	0
39221	exercise in narcissism and self-congratulation disguised as a tribute . 	0
1196	lacks both a purpose and a strong pulse 	0
37103	rely on dumb gags , anatomical humor , or character cliches 	0
59016	sequences boring 	0
60143	sad to say 	0
44799	another useless recycling of a brutal mid - '70s american sports movie . 	0
54735	exploitative garbage 	0
56534	most hollywood romantic comedies 	0
62607	rather less than the sum of its underventilated père-fils confrontations 	0
54600	a romantic comedy that 's not the least bit romantic and only mildly funny 	0
22787	a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project ! 	0
51382	boring man 	0
22596	godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks . 	0
41843	we have a bad , bad , bad movie 	0
60365	urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration 	0
33212	hampered -- no , paralyzed -- by a self-indulgent script 	0
61896	can tell almost immediately that welcome to collinwood is n't going to jell 	0
65440	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for 	0
54414	like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood . 	0
59161	the thrown-together feel of a summer-camp talent show : hastily written 	0
53957	turned them into a 90-minute movie that feels five hours long 	0
35667	violent , vulgar and forgettably entertaining 	0
45792	ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . 	0
8070	to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo 	0
46649	not a trace 	0
56321	the movie in a superficial way , while never sure what its purpose was 	0
59946	you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
66264	imitations 	0
11495	when the fire burns out , we 've only come face-to-face with a couple dragons 	0
22851	to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky 	0
63540	cheapening it 	0
44684	were stripped of most of his budget and all of his sense of humor 	0
8344	to sort the bad guys from the good , which is its essential problem 	0
4944	evaporates like so much crypt mist in the brain 	0
59105	's nothing resembling a spine here 	0
18116	a stiflingly unfunny and unoriginal mess 	0
61199	terrorist attacks 	0
23682	make it sting 	0
27217	makes even jason x ... look positively shakesperean by comparison 	0
57746	is a tired one , with few moments of joy rising above the stale material . 	0
31463	grows boring despite the scenery 	0
53706	his movie veers like a drunken driver through heavy traffic 	0
47615	to understand why anyone in his right mind would even think to make the attraction a movie 	0
65617	enjoy being rewarded by a script that assumes you are n't very bright 	0
12503	do n't need to try very hard 	0
66980	is lightweight filmmaking 	0
45800	suffocate 	0
31913	all the stomach-turning violence 	0
12614	an incomprehensible 	0
14505	dough from baby boomer families 	0
599	feel more like a non-stop cry for attention 	0
39316	sink it 	0
34225	sincere grief and mourning in favor of bogus spiritualism 	0
55397	spends a bit too much time on its fairly ludicrous plot 	0
67024	grumbling 	0
43572	it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone 	0
4442	sketchy characters and immature provocations can fully succeed at cheapening it . 	0
15799	that never catches fire 	0
26403	whose crisp framing , edgy camera work , and wholesale ineptitude 	0
5104	rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative . 	0
18889	leaden 	0
29718	losing my lunch 	0
67202	totally overwrought , 	0
58455	too erotic nor very thrilling 	0
7835	sodden 	0
52964	our reality tv obsession , and even 	0
30718	cold , pretentious , thoroughly dislikable study in sociopathy . 	0
24765	does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects 	0
52639	one of the most unpleasant things the studio has ever produced . 	0
24778	meager weight 	0
43518	has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition 	0
48847	, lan yu never catches dramatic fire . 	0
34345	the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this 	0
47390	for an hour , in which we 're told something creepy and vague is in the works 	0
20555	the annoyance of that chatty fish 	0
64210	troubling and 	0
17022	flashbulb editing as cover for the absence of narrative continuity 	0
8465	preachy and 	0
26634	's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work . 	0
692	uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels 	0
13912	, more inadvertent ones and stunningly trite 	0
59027	plays like a loosely-connected string of acting-workshop exercises 	0
31567	at the very root of his contradictory , self-hating , self-destructive ways 	0
56978	hoary dialogue , fluxing accents 	0
40243	for people who take as many drugs as the film 's characters 	0
27500	seems like someone going through the motions 	0
34766	even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness 	0
17228	flaccid 	0
54675	a bad way 	0
37579	a story already overladen with plot conceits 	0
16635	story is almost an afterthought 	0
24661	as a director , eastwood is off his game -- 	0
11252	an uncomfortable experience , but 	0
7630	one of these days hollywood will come up with an original idea for a teen movie , 	0
13272	pointless meditation on losers in a gone-to-seed hotel . 	0
28359	is just as obvious as telling a country skunk that he has severe body odor . 	0
56282	a weird , arresting little ride 	0
51516	are infants ... who might be distracted by the movie 's quick movements and sounds . 	0
48478	should pay reparations to viewers . 	0
48770	increasingly diverse 	0
58178	the absurdity 	0
30684	repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . 	0
34663	looked like crap , 	0
59962	loud , low-budget and tired 	0
18599	a tired , unnecessary retread ... 	0
17916	this strangely schizo cartoon 	0
307	becomes one more dumb high school comedy about sex gags and prom dates 	0
11033	once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . 	0
14161	still serious problem 	0
7409	an unsettling sight , and 	0
49400	bitterly 	0
8469	not counting a few gross-out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . 	0
17057	inertia to arrest development in a dead-end existence 	0
49208	the third feels limited by its short running time 	0
38647	a dull girl 	0
59459	rigor 	0
33374	wooden dialogue 	0
52374	i 'm just about ready to go to the u.n. and ask permission for a preemptive strike 	0
3160	see `` simone , '' and consider a dvd rental instead 	0
60861	stitch is a bad mannered , ugly and destructive little **** . 	0
54435	sex is one of those films that aims to confuse . 	0
64734	is too impressed with its own solemn insights to work up much entertainment value 	0
36502	slow , painful healing process 	0
12717	bargain-basement 	0
50980	blustery movie 	0
30455	regret and , ultimately , 	0
4619	so primitive in technique 	0
36846	, nonsensical and formulaic 	0
64456	make you wish you were at home watching that movie instead of in the theater watching this one 	0
7285	, if disingenuous , 	0
6765	's just plain lurid when it is n't downright silly . 	0
33515	ignorant 	0
34537	miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life . 	0
56364	devastating testimony 	0
52920	are odd and pixilated and 	0
12592	, painful 	0
24886	fresh to say about growing up catholic or , really , anything 	0
56863	lucky break is ( cattaneo ) sophomore slump . 	0
19586	snaps under the strain of its plot contrivances and its need to reassure 	0
60041	desperate 	0
32387	blasphemous and 	0
31686	adults behave like kids 	0
35169	into hokum 	0
2610	shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder . 	0
346	utterly incompetent conclusion 	0
12011	, subtlety has never been his trademark 	0
12724	script is n't up to the level of the direction 	0
7354	the resolutely downbeat smokers only with every indulgent , indie trick in the book 	0
54606	lacking in imagination and authentic christmas spirit 	0
52747	an exercise in gross romanticization of the delusional personality type 	0
4302	sitting through this one 	0
57170	just another run-of-the-mill disney sequel intended for the home video market 	0
24406	dirty old man 	0
60289	almost as much as they love themselves 	0
64223	's just that it 's so not-at-all-good 	0
9732	if you saw benigni 's pinocchio at a public park , you 'd grab your kids and run and then probably call the police . 	0
49825	a fault 	0
27404	the outer limits of raunch 	0
37654	the original was n't a good movie but 	0
36928	be mindless without being the peak of all things insipid 	0
18131	a rather tired 	0
13114	was put through torture for an hour and a half 	0
8412	should be used to burn every print of the film 	0
10136	fuels the self-destructiveness of many young people 	0
25746	foundering performance 	0
3694	touched by an unprecedented tragedy 	0
52016	overwrought , 	0
37641	this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd 	0
9778	worst possibilities 	0
61044	godard uses his characters -- if that 's not too glorified a term -- as art things 	0
9984	repulsive and depressing 	0
62174	a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place 	0
32107	restage the whole thing 	0
28191	nagging 	0
40812	as tiresome as 9 seconds 	0
44010	be another shameless attempt by disney 	0
61675	's not a great monster movie . 	0
50460	forced 	0
50385	is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts 	0
34793	completely serviceable and quickly forgettable 	0
8882	rodan is out of his league 	0
41606	of cuban leader fidel castro 	0
42286	you might imagine that most every aggrieved father cliché has been unturned . 	0
41550	is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract 	0
50550	smart-aleck 	0
53697	the jokes are sophomoric , stereotypes are sprinkled everywhere and 	0
39717	jumble that 's not scary , not smart and not engaging . 	0
14192	might sit through this summer that do not involve a dentist drill . 	0
10608	that even a story immersed in love , lust , and sin could n't keep my attention 	0
59405	takes a potentially trite and overused concept ( aliens come to earth ) and 	0
11786	of holes that will be obvious even to those who are n't looking for them 	0
