	sentence	label
3581	it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . 	0
58377	's probably not accurate to call it a movie 	0
7421	that spends a bit too much time on its fairly ludicrous plot . 	0
9136	so putrid it is not worth the price of the match that should be used to burn every print of the film . 	0
25568	modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare 	0
42089	that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting 	0
24047	seven rip-off 	0
7646	is flawed 	0
51660	natter 	0
31278	petty thievery like this that puts flimsy flicks like this behind bars 	0
33419	it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances 	0
65327	disappointingly generic nature 	0
36448	why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
42981	is off his game 	0
2077	difficult for the audience 	0
53756	is somehow making its way instead to theaters 	0
11967	mattei 's underdeveloped effort 	0
55673	lethargically 	0
21917	talk to her is not the perfect movie many have made it out to be , 	0
11815	to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests 	0
60646	real shame 	0
29608	is lacking any real emotional impact 	0
7310	the movie sputters 	0
45241	emotionally bruised characters 	0
29264	grating and tedious 	0
64375	hollywood ending just is n't very funny . 	0
19786	, the movie grows boring despite the scenery . 	0
34551	it is n't entirely persuasive 	0
65748	opens today in the new york metropolitan area , so distasteful 	0
58878	frankly , it 's pretty stupid . 	0
32183	... tries to cram too many ingredients into one small pot . 	0
59398	makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it 	0
59224	( reno ) lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al . 	0
18672	sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life . 	0
66661	bumbling 	0
570	see how many times they can work the words `` radical '' or `` suck '' into a sentence 	0
65121	much stranger than any fiction 	0
36930	have failed 	0
43086	the milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch . 	0
45854	humorless , self-conscious art drivel , 	0
25468	lack contrast , are murky and 	0
35842	you should be able to find better entertainment . 	0
1443	menacing 	0
60739	grotesquely 	0
20241	put away 	0
19659	untalented artistes who enjoy moaning about their cruel fate 	0
13722	i know better than to rush to the theater for this one 	0
6945	marinated in clichés and mawkish dialogue 	0
63820	a bland animated sequel that 	0
37896	merely crassly flamboyant 	0
39188	armageddon 	0
49995	, but he appears miserable throughout as he swaggers through his scenes . 	0
10247	snide and prejudice . 	0
34407	developed hastily 	0
52698	created a monster 	0
7346	its shortcomings 	0
35459	prickly 	0
6490	melodramatic paranormal romance is an all-time low for kevin costner . 	0
18716	this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot 	0
52838	it 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling 	0
28525	whatever 	0
59417	resembles an outline for a '70s exploitation picture 	0
57793	is nothing more than an hour-and-a-half-long commercial for britney 's latest album 	0
2649	is too picture postcard perfect , too neat and new pin-like 	0
43686	, they 'll probably run out screaming . 	0
8211	beyond-lame 	0
40003	like a can of 2-day old coke 	0
41586	a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer 	0
25803	is sorely lacking . 	0
63845	virtually impossible 	0
34044	left with a story that tries to grab us , only to keep letting go at all the wrong moments 	0
18231	charmless and 	0
67004	is n't particularly funny 	0
48868	so much leniency 	0
10953	suffers a severe case of oversimplification , superficiality and silliness 	0
38163	although ... visually striking and slickly staged , it 's also cold , gray , antiseptic and emotionally desiccated . 	0
50089	( johnnie to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers . 	0
61390	argues 	0
46387	far more alienating than involving 	0
37300	feels as if everyone making it lost their movie mojo . 	0
47824	dull , somnambulant exercise 	0
5214	final verdict : you 've seen it all before . 	0
65028	is simply tired 	0
12142	because it plays everything too safe 	0
53205	all portent and no content 	0
49547	the direction is clumsy 	0
52204	avoid being recognized as the man who bilked unsuspecting moviegoers 	0
66487	the problem with the bread , my sweet is that it 's far too sentimental . 	0
30290	you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie . 	0
3314	smug grin 	0
29046	of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
56979	some of the more overtly silly dialogue 	0
65018	( t ) his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen . 	0
16505	somewhat cumbersome 3d goggles 	0
32928	it 's all bluster and cliché 	0
36506	a wannabe comedy 	0
61439	tense 	0
5114	thoroughly awful 	0
18841	having been recycled more times than i 'd care to count 	0
50340	're more likely to enjoy on a computer 	0
64926	are clinically depressed 	0
48047	confuses its message with an ultimate desire to please 	0
1006	churn out one mediocre movie after another 	0
63482	many flaws 	0
36680	rather unbelievable 	0
34356	a pathetically inane and unimaginative cross between xxx and vertical limit . 	0
51164	sight gags 	0
21142	to either effort in three hours of screen time 	0
56227	, simple-minded and stereotypical 	0
822	worst sense 	0
66277	do n't think this movie loves women at all 	0
6265	an action film disguised as a war tribute is disgusting to begin with 	0
27828	as the movie sputters 	0
92	strung-together moments 	0
9742	naïveté 	0
13746	equals the sum of its pretensions . 	0
6556	is n't exactly endearing 	0
56455	begging for attention , 	0
27725	bad luck 	0
6210	tastelessness and 	0
19564	with calamity 	0
35701	garish showcase 	0
29658	looks fake 	0
67034	law to be discerned here that producers would be well to heed 	0
60041	desperate 	0
24282	ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ... 	0
16383	the film starts promisingly , but the ending is all too predictable and far too cliched to really work . 	0
66126	try to guess the order in which the kids in the house will be gored 	0
51409	whether you think kissinger was a calculating fiend or just a slippery self-promoter 	0
60192	more self-absorbed women than the mother and 	0
54614	of death 	0
32941	valiantly struggled to remain interested , or at least conscious 	0
55253	it all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer . 	0
59818	lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's 	0
30418	a kitchen sink 	0
54527	makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place 	0
1984	enough to give the film the substance it so desperately needs 	0
2689	is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances 	0
159	about as interesting 	0
57345	cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels 	0
48953	no good answer to that one 	0
45091	break up 	0
30541	a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing . 	0
35149	but blatantly biased . 	0
22221	does not proclaim the truth about two love-struck somebodies , but 	0
14306	is meaningless , vapid and devoid 	0
23645	the tuxedo was n't just bad ; 	0
19830	a disoriented but occasionally disarming saga 	0
37979	is that it 's far too sentimental . 	0
53402	the eye candy here lacks considerable brio . 	0
64864	, no such thing is hartley 's least accessible screed yet . 	0
3545	a movie to forget 	0
29791	dull , inconsistent , dishonest female bonding 	0
26215	believing people were paid to make it 	0
3924	alternative medicine obviously has its merits ... but ayurveda does the field no favors . 	0
63234	especially when i have to put up with 146 minutes of it 	0
31921	this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch . 	0
13389	by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot 	0
22851	to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky 	0
5736	into a black hole of dullness 	0
26565	more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks . 	0
55848	the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms. ambrose . 	0
50482	has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted 	0
9867	five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before . 	0
3834	, you will have completely forgotten the movie by the time you get back to your car in the parking lot . 	0
57631	the sinister inspiration that fuelled devito 's early work is confused in death to smoochy into something both ugly and mindless . 	0
8375	writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags . 	0
36371	with regret and , ultimately , finding redemption 	0
4453	is listless , witless , and devoid of anything resembling humor 	0
25081	too hard to be funny in a way that 's too loud , too goofy and too short of an attention span 	0
29768	hide its contrivances 	0
31520	impossible 	0
55125	sillier , not scarier 	0
35977	she lacks the skill or presence to regain any ground 	0
58118	drown a viewer in boredom 	0
37368	whiny and defensive 	0
710	the intimate , unguarded moments of folks who live in unusual homes -- 	0
64574	exhaustion , from watching a movie that is dark ( dark green , to be exact ) , 	0
50020	he waters it down , turning grit and vulnerability into light reading 	0
52783	been gathering dust on mgm 's shelf 	0
5614	fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard 	0
32475	put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life . 	0
55028	no level whatsoever for me 	0
9034	distinctly sub-par ... 	0
26113	whenever it threatens to get bogged down in earnest dramaturgy 	0
3594	every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length 	0
2470	a festival film that would have been better off staying on the festival circuit 	0
9747	's a frankenstein-monster of a film that does n't know what it wants to be 	0
46786	no affinity 	0
19438	schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness . 	0
7224	most awful acts 	0
24036	is like watching an alfred hitchcock movie after drinking twelve beers . 	0
20587	is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well 	0
62389	of ` should have been a sketch on saturday night live 	0
37328	succumbing to sentimentality 	0
11323	rehashes several old themes 	0
27857	the hanukkah spirit seems fried in pork . 	0
42212	you 'd probably turn it off , convinced that you had already seen that movie . 	0
28925	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . 	0
24097	the worst excesses 	0
60439	teen-sleaze equivalent 	0
40994	this mess of a movie 	0
43402	a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes . 	0
33005	, self-indulgent and maddening 	0
25751	fighting the same fights 	0
30104	delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation 	0
39175	to fill time 	0
12462	's simply unbearable 	0
45948	mopes 	0
58961	's a barely tolerable slog over well-trod ground 	0
24945	guys say mean things and shoot a lot of bullets . 	0
49312	the story really has no place to go since simone is not real -- she ca n't provide any conflict . 	0
16251	most opaque , self-indulgent and just plain 	0
46571	, it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies . 	0
57828	made it dull , lifeless , and irritating 	0
19011	the sweetest thing leaves a bitter taste . 	0
35581	given this movie a rating of zero 	0
53145	sunk 	0
12809	the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . 	0
2489	distorts reality for people who make movies and watch them 	0
66155	the lives of women torn apart by a legacy of abuse 	0
43729	just another combination of bad animation and mindless violence ... lacking the slightest bit 	0
25229	a ponderous and pretentious endeavor 	0
57638	the ending is all too predictable and far too cliched to really work 	0
2372	an uneven film for the most part 	0
46186	what the english call ` too clever by half 	0
10278	written , flatly , by david kendall and directed , barely , by there 's something about mary co-writer ed decter . 	0
17207	screams out ` amateur ' in almost every frame 	0
37149	torture 	0
52076	musty as one of the golden eagle 's carpets 	0
10085	a movie that 's held captive by mediocrity . 	0
40359	a huge sacrifice of character and mood 	0
63859	fest of self-congratulation between actor and director that leaves scant place for the viewer 	0
39965	could have -- should have -- been allowed to stand on their own 	0
1886	examine , the interior lives of the characters in his film , much less 	0
26176	're left with a story that tries to grab us , only to keep letting go at all the wrong moments 	0
49160	wretchedly 	0
21448	proves tiresome , 	0
45188	most disappointing 	0
7504	that does not move 	0
16570	accept it as life and 	0
37344	an argentine retread 	0
17230	horribly depressing 	0
21667	that it feels more like the pilot episode of a tv series than a feature film 	0
53254	to have you scratching your head than hiding under your seat . 	0
7527	before pulling the plug on the conspirators and averting an american-russian armageddon 	0
23851	could be any flatter 	0
64688	've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama 	0
3084	into what was essentially , by campaign 's end , an extended publicity department 	0
56196	's virtually impossible to like any of these despicable characters 	0
7684	its nauseating spinning credits sequence 	0
44041	skip the film and pick up the soundtrack 	0
16798	a woozy quality 	0
60371	a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly 	0
61560	this quirky soccer import is forgettable 	0
33498	sure , it 's contrived and predictable , 	0
33824	... a bland murder-on-campus yawner . 	0
21564	ends up falling short as a whole 	0
43051	lost the ability to think 	0
34460	attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way 	0
845	the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name 	0
14985	it all unfolds predictably , 	0
66970	which fails to rise above its disgusting source material 	0
51779	a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ... 	0
37199	tonally uneven 	0
30268	should you buy the movie milk when the tv cow is free 	0
58902	a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing . 	0
48388	deviant 	0
38417	the thought of watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion . 	0
14205	too long , and larded with exposition 	0
44134	is like having two guys yelling in your face for two hours . 	0
59081	the punch lines that miss 	0
43978	contrived and exploitative for the art houses and too cynical , small and decadent for the malls . 	0
9225	up offering nothing more than the latest schwarzenegger or stallone flick 	0
55720	spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby 	0
60243	the problems 	0
17731	a dullard 	0
52740	war 's 	0
42443	unlikable , spiteful idiots 	0
7154	another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt 	0
29099	like a quickie tv special than a feature film 	0
55367	name-calling 	0
2157	critical 	0
22690	thoughtlessly assembled 	0
32514	scummy 	0
38307	while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire . 	0
5037	the movie 's major and most devastating flaw is its reliance on formula , though 	0
37025	directed the film from the back of a taxicab 	0
3507	annoying rather than charming 	0
51087	of the other foul substances 	0
13356	their personalities undergo radical changes when it suits the script 	0
37254	play like the worst kind of hollywood heart-string plucking . 	0
59564	a movie you observe , rather than one you enter into . 	0
28907	, it is a failure . 	0
63495	full of cheesy dialogue 	0
27153	the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it 	0
40451	hate it 	0
67067	twitchy acting 	0
63137	sometimes almost senseless 	0
17395	opening up ' the play more has partly closed it down . 	0
50884	i have to admit that i am baffled by jason x. 	0
22876	the type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name . 	0
15647	what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film . 	0
35132	so impersonal or even shallow 	0
52282	take before indigestion sets in 	0
21733	terminally brain dead production . 	0
7984	undercuts 	0
58309	ache by the end of kung pow 	0
52659	a big corner office in hell 	0
52426	mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another 	0
48609	is hereby given fair warning . 	0
50257	silly , stupid and pointless 	0
11125	's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere . 	0
37929	of being a really bad imitation of the really bad blair witch project 	0
39225	... the story simply putters along looking for astute observations and coming up blank . 	0
8423	while the extensive use of stock footage quickly becomes a tiresome cliché 	0
15150	its pulpy core conceit 	0
10623	sub-formulaic slap 	0
57548	has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 	0
45254	will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious . 	0
30643	lags badly 	0
10083	know the picture is in trouble . 	0
17728	martha stewart decorating program run amok 	0
10962	bottom-feeder sequel 	0
25015	entertainment opportunism at its most glaring 	0
35655	be the worst film a man has made about women since valley of the dolls 	0
12706	just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm 	0
18268	sappy and amateurish 	0
59375	this three-hour endurance test built around an hour 's worth of actual material 	0
40860	fails to overcome the film 's manipulative sentimentality and annoying stereotypes 	0
63953	the knee-jerk misogyny 	0
44536	begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy 	0
1078	trouble every day is a success in some sense , but it 's hard to like a film so cold and dead 	0
39440	it too is a bomb . 	0
64268	is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves . 	0
21360	`` bad '' is the operative word for `` bad company , 	0
52632	murphy and owen wilson 	0
1374	fall fast asleep 	0
67122	still could have been room for the war scenes 	0
23793	in a vat of failed jokes , twitchy acting , and general boorishness 	0
43077	although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . 	0
25727	certain to be distasteful to children and adults alike 	0
23920	those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time 	0
22612	condescending stereotypes 	0
4361	bad bluescreen 	0
12131	rather frightening 	0
23835	cesspool 	0
34772	pandering 	0
43567	-- sadly -- 	0
65307	, it 's contrived and predictable 	0
39787	self-pitying 	0
16091	so much farcical as sour . 	0
60494	who paid to see it 	0
48389	you leave feeling like you 've endured a long workout without your pulse ever racing . 	0
15342	superficial characters 	0
48336	far-flung , illogical , and 	0
64011	to recovering from its demented premise 	0
46703	weird . 	0
65231	so bland and utterly forgettable 	0
29093	a little weak -- and it is n't that funny . 	0
32210	whose teeth are a little too big for her mouth 	0
57480	with tension 	0
51016	i could have looked into my future and saw how bad this movie was 	0
18537	watery tones 	0
15472	little fuss or noise 	0
49907	utterly painful 	0
13168	walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost 	0
42150	for whom she shows little understanding 	0
271	no new plot conceptions 	0
21287	carrying this wafer-thin movie on his nimble shoulders 	0
39796	before going on to other films that actually tell a story worth caring about 	0
58716	no real sense 	0
18725	is simply not enough of interest onscreen 	0
19517	on a wal-mart budget 	0
21357	makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 	0
37991	about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be . 	0
34962	worthless film 	0
8350	well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) . 	0
40422	is broken by frequent outbursts of violence and noise 	0
29779	one more dumb high school comedy 	0
64813	a cinematic corpse 	0
40463	to be because it plays everything too safe 	0
39319	unsurprising 	0
16267	's relentlessly folksy 	0
65542	squanders the charms of stars hugh grant and sandra bullock . 	0
48996	will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic 	0
38671	the images lack contrast , are murky and are frequently too dark to be decipherable . 	0
35334	uses its pulpy core conceit 	0
30071	desolate 	0
7068	it fails 	0
24869	can such a cold movie claim to express warmth and longing ? 	0
15012	this slight premise 	0
49203	a nightmare about bad cinema 	0
19858	lose their luster 	0
15985	a droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the lone star state . 	0
22939	solondz may well be the only one laughing at his own joke 	0
3451	sketchiest 	0
23118	redundant , sloppy 	0
64152	a little too much resonance with real world events 	0
774	a lazy exercise in bad filmmaking 	0
3984	analyze this , not 	0
35559	every visual joke is milked , 	0
22799	flimsy flicks 	0
34162	shoot 	0
10652	that the movie has no idea of it is serious 	0
66165	the good , which is its essential problem 	0
59195	into one of the toughest ages a kid can go through 	0
53036	burns out 	0
33039	undercut by its awkward structure and a final veering toward melodrama . 	0
2428	's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland 	0
55424	is even remotely new or interesting 	0
36749	goes on for too long and bogs down in a surfeit of characters and unnecessary subplots 	0
12288	each scene drags , underscoring the obvious , and sentiment is slathered on top . 	0
28526	make underneath such a mountain of clichés and borrowed images 	0
67136	hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film . 	0
39134	milks drama when she should be building suspense 	0
58024	might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener 	0
35958	rarely comes alive as its own fire-breathing entity in this picture . 	0
36069	may be shallow 	0
57608	exploit the familiar 	0
66034	the slapstick is labored , and 	0
63222	waters 	0
34948	clumsy 	0
38817	that it appears not to have been edited at all 	0
65360	lackadaisical plotting and mindless action 	0
56661	because the consciously dumbed-down approach wears thin 	0
9780	indoctrinated prejudice 	0
33211	their charm does n't do a load of good 	0
13797	a bit of a downer and a little over-dramatic at times 	0
59916	by a failure 	0
14071	comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire . 	0
46154	rather less than the sum of its underventilated père-fils confrontations . 	0
10631	waste their time on it 	0
21128	hated myself 	0
62763	accumulate like lint in a fat man 's navel . 	0
28212	lies ... footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire . 	0
8094	uneven action comedy 	0
1702	once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else . 	0
40027	super - violent , super-serious and super-stupid 	0
8663	has the dubious distinction of being a really bad imitation of the really bad blair witch project 	0
43854	mr. wollter and ms. seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear . 	0
36928	be mindless without being the peak of all things insipid 	0
49831	is cruel 	0
10211	a fifty car pileup 	0
31611	split up so that it can do even more damage 	0
4286	a morbid one 	0
45107	a fleeting grasp 	0
1842	ignoring what the filmmakers clearly believe 	0
35643	a relentless , bombastic and ultimately empty world war ii action flick . 	0
