	sentence	label
8474	proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls 	1
3111	impart a message without bludgeoning the audience over the head 	1
49321	if good-hearted , movie . 	1
24529	of humankind 's liberating ability 	1
6560	irreverent energy 	1
24582	offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people . 	1
46282	such a well loved classic 	1
5353	so vivid a portrait 	1
59277	with us is a minor miracle 	1
33937	makes the film special 	1
45609	optimistic 	1
29876	is as adult as you can get 	1
3544	are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting 	1
1788	engaging characters 	1
26686	is a gem . 	1
5382	it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time 	1
39646	poetic 	1
54999	totally 	1
9020	moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver 	1
61944	predictably efficient piece 	1
38440	nutty , consistently funny . 	1
42900	enlivens this film 	1
42666	to perform 	1
12077	about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers 	1
60205	the best date movie 	1
48511	precisely 	1
18036	remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg 's misunderstood career 	1
14011	more complex 	1
25187	i 'll settle for a nice cool glass of iced tea and 	1
41498	heartwarming here relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . 	1
25003	is how the film knows what 's unique and quirky about canadians 	1
3578	just about the best straight-up , old-school horror film of the last 15 years . 	1
43621	will assuredly 	1
46561	another classic for the company 	1
58939	it may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding . 	1
55389	skillful filmmaker 	1
56773	while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system . 	1
34465	is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching . 	1
46614	it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . 	1
26695	that 's there to scare while we delight in the images 	1
30448	graham greene 's novel 	1
14724	the power of poetry and passion 	1
52912	own solemn insights 	1
5941	at once visceral and spiritual , wonderfully vulgar and sublimely lofty 	1
33525	funny feast 	1
37885	a riveting and surprisingly romantic ride 	1
61736	kids five and up will be delighted with the fast , funny , and even touching story . 	1
21032	an action hero with table manners , and one who proves that elegance is more than tattoo deep 	1
48786	to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation 	1
11174	an hour and a half of joyful solo performance 	1
51825	own tortured psyche 	1
36666	a clever and cutting , quick and dirty look at modern living and movie life 	1
33361	you do n't need to be a hip-hop fan to appreciate scratch 	1
4027	an interesting technical exercise 	1
27114	the adjective ` gentle ' 	1
30672	comedy , caper thrills 	1
48743	for all its visual panache and compelling supporting characters 	1
