	sentence	label
35325	goes on and on and on and on 	0
60739	grotesquely 	0
39467	by the artsy and often pointless visuals 	0
34877	takes a look at 5 alternative housing options 	0
47618	to get a coherent rhythm going 	0
3039	the pushiness and decibel volume 	0
28686	the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects . 	0
58116	like a cold old man going through the motions 	0
23302	dopey old 	0
49841	directed , barely , 	0
29271	'll need a stronger stomach than us 	0
49954	a curious sick poetry , 	0
297	handsome but unfulfilling suspense drama 	0
53679	worst of all -- 	0
60037	unrealized 	0
66171	a monster 	0
19974	of loss and denial and life-at-arm 's - length in the film 	0
12795	come from an animated-movie screenwriting textbook 	0
45038	degrades its characters , its stars and its audience . 	0
51539	stale , 	0
54933	laggard drama wending its way to an uninspired philosophical epiphany 	0
33919	plays like a student film 	0
64924	that was n't all that great to begin with 	0
45616	shaky 	0
5207	into a future they wo n't much care about 	0
55294	castro 	0
27414	payami tries to raise some serious issues about iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast . 	0
27092	that it becomes a chore to sit through -- despite some first-rate performances by its lead 	0
39986	it just goes to show , an intelligent person is n't necessarily an admirable storyteller . 	0
36371	with regret and , ultimately , finding redemption 	0
8084	that annoying specimen of humanity 	0
15729	the princess seem smug and cartoonish 	0
52281	when a movie asks you to feel sorry for mick jagger 's sex life 	0
63242	the dialogue sounds like horrible poetry . 	0
38697	it also represents glossy hollywood at its laziest . 	0
45929	decrepit freaks 	0
45647	a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum . 	0
57473	how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' 	0
29065	which also seems to play on a 10-year delay 	0
18547	below may not mark mr. twohy 's emergence into the mainstream , 	0
23054	is rather choppy 	0
39358	too much of nemesis has a tired , talky feel . 	0
4038	the painstaking 	0
15990	a disaster of a story , 	0
12585	does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy . 	0
24019	aimless for much of its running time 	0
61665	's no point of view , no contemporary interpretation of joan 's prefeminist plight 	0
25989	no such thing is a big letdown . 	0
17189	only a document of the worst possibilities of mankind can be 	0
27111	guilty of the worst sin of attributable to a movie like this 	0
18207	the movie is rather choppy . 	0
52642	predictable as the outcome of a globetrotters-generals game 	0
9552	the story together frustrating difficult 	0
44982	of the worst possibilities of mankind 	0
61067	's really just another major league 	0
6046	are clinically depressed and 	0
63095	that is n't this painfully forced , false and fabricated 	0
35714	is so tame that even slightly wised-up kids would quickly change the channel . 	0
31353	an inexpressible and drab wannabe 	0
7542	the road , where the thematic ironies are too obvious and the sexual politics too smug 	0
45651	more overtly silly dialogue 	0
47650	in its treatment of the dehumanizing and ego-destroying process of unemployment 	0
49490	makes a better short story than it does a film 	0
59321	just never gets off the ground . 	0
27186	he 's already done way too often 	0
41171	all the scenic appeal of a cesspool 	0
34991	is a whole lot of nada 	0
18128	a thriller without a lot of thrills 	0
24070	it also wrecks any chance of the movie rising above similar fare 	0
53860	by which time it 's impossible to care who wins 	0
52454	ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's 	0
18901	to inhale this gutter romancer 's secondhand material 	0
50525	, the movie is remarkably dull with only caine making much of an impression . 	0
49240	deathly slow to any teen 	0
28365	should be probing why a guy with his talent ended up in a movie this bad . 	0
10151	rubbish that is listless , witless , and devoid of anything resembling humor 	0
10472	is just too bad the film 's story does not live up to its style 	0
44295	can get on television for free 	0
37221	a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable 	0
62563	pass this stinker off as a scary movie 	0
30049	cheesy backdrops 	0
21008	it 's just a kids ' flick 	0
37902	less concerned with cultural and political issues than doting on its eccentric characters 	0
20500	slow , uneventful 	0
2761	seems the film should instead be called ` my husband is travis bickle ' 	0
63083	ca n't really be called animation 	0
13329	someone going through the motions 	0
48426	is remarkably dull with only caine making much of an impression . 	0
21375	in formal settings with motionless characters 	0
51548	because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration 	0
34666	bears out as your typical junkie opera 	0
63493	it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken . 	0
31574	a terrible adaptation 	0
51740	sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it . 	0
57421	shallow and immature character 	0
23738	as a tragic figure 	0
40992	feeble 	0
63532	coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story . 	0
7373	when he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
37461	too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain 	0
29677	keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . 	0
32092	a horrible movie 	0
23235	is careless and unfocused . 	0
38935	`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something . 	0
20322	the price of the match that should be used to burn every print of the film 	0
11927	though you rode the zipper after eating a corn dog and an extra-large cotton candy 	0
47061	grossly 	0
38993	is one of my least favorite emotions , especially when i have to put up with 146 minutes of it . 	0
25411	a number of holes 	0
2309	a grand fart coming from a director beginning to resemble someone 's crazy french grandfather . 	0
48738	insipid , brutally clueless film 	0
55143	a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged . 	0
3432	the uninspired scripts , acting and direction never rise above the level of an after-school tv special 	0
17393	what is essentially an extended soap opera 	0
39953	cold and dead 	0
30625	has a tougher time balancing its violence with kafka-inspired philosophy 	0
44143	watching it was painful 	0
12	the part where nothing 's happening , 	0
1882	witless and utterly pointless . 	0
66920	absolutely and completely ridiculous 	0
57506	equlibrium could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 . 	0
38547	gets the feeling that the typical hollywood disregard for historical truth and realism is at work here 	0
22175	many bona fide groaners among too few laughs 	0
39777	female population 	0
58148	little vidgame pit 	0
58048	the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating . 	0
46118	mediocre one 	0
58136	its own pretentious self-examination 	0
61877	in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period 	0
61123	in its yearning for the days 	0
9289	bears about as much resemblance to the experiences of most battered women as spider-man 	0
55943	the hype 	0
30617	like a bad idea from frame one 	0
54824	irksome , tiresome nature 	0
27760	its good qualities are obscured 	0
44463	shamelessly money-grubbing 	0
40335	a downward narcotized spiral 	0
26502	bags 	0
19855	humiliated by a pack of dogs who are smarter than him 	0
64054	to be a whole lot scarier than they are in this tepid genre offering 	0
37804	far-fetched 	0
20532	, lifeless , meandering , loud , painful , obnoxious 	0
58744	bad , bad movie 	0
60427	cardboard characters and performers 	0
55229	` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women 	0
5633	drowned me in boredom . 	0
5925	imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s 	0
263	breezy , distracted rhythms 	0
10306	zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a 	0
41418	ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
55036	its shortness disappoints 	0
13081	should have gone straight to video . 	0
24064	the overuse of special effects 	0
17775	mess 	0
57865	one hollywood cliche 	0
67230	wondering what all that jazz was about `` chicago '' in 2002 	0
42907	is the recording industry in the current climate of mergers and downsizing 	0
4567	these were more repulsive than the first 30 or 40 minutes 	0
25399	allen , at 66 , has stopped challenging himself 	0
53596	through dahmer 's two hours 	0
50091	the problem with all of this 	0
64727	plenty to offend everyone 	0
24937	this pretentious mess 	0
18007	a fairly weak retooling 	0
58716	no real sense 	0
23712	the killing field and the barbarism of ` ethnic cleansing 	0
63819	overused 	0
38430	feel like time fillers between surf shots . 	0
40705	like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . 	0
65882	awful acts 	0
65016	a clichéd and shallow cautionary tale 	0
36868	us to endure every plot contrivance that the cliché-riddled genre can offer 	0
31157	at the expense of character 	0
59198	beginning to hate it 	0
11829	have a hard time believing it was just coincidence 	0
19227	takes every potential laugh and stiletto-stomps the life out of it 	0
3379	this is standard crime drama fare ... instantly forgettable and thoroughly dull . 	0
23734	the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh 's rise up the social ladder . 	0
61307	a fat man 's navel 	0
19102	slack complacency 	0
51609	'll just have your head in your hands wondering why lee 's character did n't just go to a bank manager and save everyone the misery 	0
46210	it 's a pity that ( nelson 's ) achievement does n't match his ambition 	0
55910	should not 	0
57480	with tension 	0
12968	reign of fire is hardly the most original fantasy film ever made 	0
2977	low , very low , 	0
9890	half-baked setups and 	0
12374	false and 	0
58290	sorry use of aaliyah in her one and 	0
62517	villains 	0
33979	does n't add up to much 	0
13992	its makers are n't removed and inquisitive enough for that 	0
62764	's just tediously bad , 	0
16732	as dahmer 	0
60904	uses very little dialogue 	0
65333	as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy 	0
24683	but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity 	0
13025	you feel that you never want to see another car chase , explosion or gunfight again 	0
56937	blob 	0
48344	it is n't that stealing harvard is a horrible movie -- if only it were that grand a failure ! 	0
16063	wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time . 	0
33907	for but a few seconds 	0
49141	a play that only ever walked the delicate tightrope between farcical and loathsome 	0
65479	it falls down in its attempts to humanize its subject 	0
33665	ad i suffered and bled on the hard ground of ia drang 	0
47643	although it starts off so bad that you feel like running out screaming 	0
21208	's peppered with false starts and populated by characters who are nearly impossible to care about 	0
58829	was so uninspiring 	0
45790	interested in jerking off in all its byzantine incarnations to bother pleasuring its audience 	0
39841	besotted and obvious 	0
293	ultra-cheesy dialogue 	0
37636	does n't end up being very inspiring or insightful . 	0
47451	to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists 	0
61710	this junk 	0
8510	worst revenge-of-the-nerds clichés 	0
14648	her most charmless 	0
1891	pomposity 	0
29937	we often reel in when we should be playing out 	0
50036	too amateurish and awkward 	0
28060	another day of brit cinema 	0
13712	look more like stereotypical caretakers and moral teachers , instead of serious athletes 	0
60983	rotten in the state of california 	0
66868	for a movie about the power of poetry and passion , there is precious little of either . 	0
10293	adult movies 	0
16262	stifles creativity and allows the film to drag on for nearly three hours 	0
37021	of martha stewart decorating program run amok 	0
26737	offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar 	0
14546	the players do n't have a clue on the park . 	0
3677	cliché-riddled genre 	0
9985	lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
27103	gain the unconditional love she seeks 	0
10639	rather bland 	0
56992	is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale 	0
14792	far less endearing 	0
3680	disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice 	0
27670	mass drug-induced bowel 	0
10898	things really get weird , though not particularly scary 	0
59721	lacks the spirit of the previous two , 	0
16532	about as inspiring 	0
7987	should pay reparations to viewers 	0
36812	particularly amateurish episode 	0
64168	get to the closing bout ... by which time it 's impossible to care who wins 	0
21015	so devoid of pleasure or sensuality that it can not even be dubbed hedonistic . 	0
40349	like its title character , esther kahn is unusual but unfortunately also irritating . 	0
43554	could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s 	0
6339	movie directionless 	0
24500	, we do n't feel much for damon/bourne or his predicament 	0
65696	one of the most plain , unimaginative romantic comedies i 've ever seen . 	0
26421	feral and uncomfortable . 	0
53156	try hard but come off too amateurish and awkward . 	0
51554	hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers 	0
8670	an insultingly inept and artificial examination of grief and 	0
46576	tiresomely derivative and hammily acted . 	0
14149	comes across as both shallow and dim-witted 	0
59872	for kids or their parents , for that matter 	0
21332	is ) looking down at your watch and realizing serving sara is n't even halfway through . 	0
37540	this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie . 	0
64100	despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings . 	0
11167	attempt to build up a pressure cooker of horrified awe 	0
17410	the appeal of the vulgar , sexist , racist humor went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet 	0
2097	that 's conspicuously missing from the girls ' big-screen blowout 	0
14432	far too sentimental 	0
16572	it can not even be dubbed hedonistic 	0
33643	is overlong and not well-acted , but credit writer-producer-director 	0
44086	is not the director at his most sparkling 	0
58622	as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 	0
16246	in which opposites attract for no better reason than that the screenplay demands it 	0
37827	but one thing 's for sure : it never comes close to being either funny or scary 	0
8158	tolerate leon barlow 	0
64325	nonsensical story 	0
46093	we hate ( madonna ) within the film 's first five minutes , and she lacks the skill or presence to regain any ground . 	0
235	amazingly lame . 	0
61842	to a new scene , which also appears to be the end 	0
1791	tootsie knockoff . 	0
39490	mtv schmucks 	0
54263	, unaware that it 's the butt of its own joke . 	0
33442	does the absolute last thing we need hollywood doing to us 	0
1688	unrecoverable 	0
4085	not the craven of ' a nightmare 	0
55996	i do n't think that a.c. will help this movie one bit 	0
61460	of the goth-vampire , tortured woe-is-me lifestyle 	0
59374	here his sense of story and his juvenile camera movements smack of a film school undergrad 	0
12203	only seems to care about the bottom line 	0
33912	's apparently nothing left to work with , sort of like michael jackson 's nose 	0
59049	pulpy 	0
26802	most of the distance 	0
20773	gangster 	0
14976	with the ferocity of a frozen burrito 	0
31873	hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry . 	0
5159	a re-hash of the other seven films 	0
48155	leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion . 	0
65059	of crap 	0
7561	who has never made anything that was n't at least watchable 	0
21731	be a bit disjointed 	0
39130	just a collection of this and that -- whatever fills time -- with no unified whole . 	0
43989	unfunny one 	0
67085	caffeinated , sloppy 	0
24117	the characters are too simplistic to maintain interest , 	0
59943	fails 	0
64810	gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing 	0
27650	cluelessness 	0
9051	, the weight of water is oppressively heavy . 	0
34990	from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer 	0
64252	that bears more than a whiff of exploitation , despite iwai 's vaunted empathy 	0
41192	zero thrills , too many flashbacks and a choppy ending make for a bad film 	0
34816	fusty squareness 	0
43241	, brain-deadening hangover 	0
44092	( tries ) to parody a genre that 's already a joke in the united states . 	0
51092	a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming . 	0
52006	does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject 	0
43496	abandon all hope of a good movie ye who enter here 	0
30436	's equally distasteful 	0
2298	never bothers to question why somebody might devote time to see it 	0
49310	qualities that were once amusing are becoming irritating . 	0
18413	that is beyond playing fair with the audience 	0
33219	warped logic by writer-director kurt wimmer at the screenplay level 	0
55978	you have the patience for it 	0
35772	all manner of lame entertainment 	0
54934	attempt to pass this stinker off as a scary movie 	0
59536	a seven rip-off 	0
26128	crossing-over mumbo jumbo , manipulative sentimentality 	0
48456	disappoint 	0
39405	catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ? 	0
9770	the stuffiest cinema goers 	0
7182	live-action cartoon 	0
16156	's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads 	0
20849	choppy and sloppy affair 	0
26519	to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed . 	0
40207	phrase ` fatal script error 	0
49300	rent those movies instead , 	0
28857	this poor remake 	0
64922	are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach 	0
34388	show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen 	0
26443	the script 's bad ideas and awkwardness 	0
31321	's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding . 	0
55630	questions cinema 's capability for recording truth 	0
59526	into this somewhat tired premise 	0
9174	wastes its time on mood rather than riding with the inherent absurdity of ganesh 's rise up the social ladder 	0
34174	too-spectacular 	0
24770	such an irrepressible passion for sappy situations and dialogue 	0
62919	broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car 	0
59696	's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' 	0
42902	extremely unpleasant 	0
3999	a dull girl , 	0
59940	get an ugly , mean-spirited lashing 	0
12638	many of the condescending stereotypes that so often plague films dealing with the mentally ill 	0
37447	lost . 	0
34225	sincere grief and mourning in favor of bogus spiritualism 	0
59985	a bitter pill 	0
41825	unencouraging 	0
31273	from mtv schmucks who do n't know how to tell a story for more than four minutes 	0
25626	the proceedings more bizarre than actually amusing 	0
60150	a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing 	0
47193	frantic 	0
17456	feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas 	0
18469	rambling examination 	0
22754	flat and 	0
35659	a word of advice to the makers of the singles ward : celebrity cameos do not automatically equal laughs . 	0
18513	's little to recommend snow dogs , 	0
2411	one-dimensional buffoons 	0
7010	into a laugh-free lecture 	0
43936	really horrible drek . 	0
35785	the film has not a trace of humanity or empathy 	0
6980	flawed , 	0
44329	incapable 	0
34437	the emperor 's club , ruthless in its own placid way , 	0
4130	sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness 	0
51856	hackneyed 	0
3853	bad movie . 	0
28446	but dull and ankle-deep 	0
36074	aggravating and 	0
15469	nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . 	0
55684	with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves 	0
39238	there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising 	0
47825	the ridiculous dialog or 	0
65023	it 's just that it 's so not-at-all-good . 	0
17676	the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen 	0
32839	to dumb down the universe 	0
11506	half past dead is like the rock on a wal-mart budget 	0
63941	an acidic all-male all about eve 	0
45327	comes off like a particularly amateurish episode of bewitched that takes place during spring break . 	0
51763	of critical jim two-dimensional and pointless 	0
25404	ensues are much blood-splattering 	0
5227	is a big time stinker 	0
21941	as the tiresome rant of an aging filmmaker still thumbing his nose at convention 	0
45599	squanders as much as it gives out . 	0
1277	never rises above mediocrity 	0
9667	argue 	0
17306	just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny . 	0
3745	contest to see who can out-bad-act the other 	0
19728	the jokes are flat , and the action looks fake 	0
30225	brought down by lousy direction . 	0
3800	rambles aimlessly 	0
30106	direct-to-video/dvd 	0
17357	in trouble every day 	0
59077	any of the character dramas , which never reach satisfying conclusions 	0
44260	it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest 	0
29426	you wo n't be talking about the film once you exit the theater 	0
19027	creepy-crawly bug things that live only in the darkness 	0
16847	flat , misguided comedy 	0
29347	has a built-in audience , but only among those who are drying out from spring break and 	0
36870	by mediocrity 	0
57752	where the big scene is a man shot out of a cannon into a vat of ice cream 	0
32369	the movie is concocted and carried out by folks worthy of scorn 	0
3832	a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago 	0
42789	the achingly unfunny phonce and his several silly subplots 	0
38906	( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . 	0
28296	, some things are immune to the folly of changing taste and attitude . 	0
9915	signposts marking the slow , lingering death of imagination 	0
27658	a grating endurance test 	0
12130	we never feel anything for these characters , 	0
49067	denouement 	0
61371	at its utterly misplaced earnestness 	0
31866	could have -- should have -- been allowed 	0
5856	screwed-up 	0
63313	there 's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects . 	0
66730	with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie 	0
52222	its cutesy reliance on movie-specific cliches 	0
19190	an inconsequential , barely there bit of piffle . 	0
51818	the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but 	0
51690	not quite as miraculous as its dreamworks makers 	0
66946	does n't transcend genre 	0
31426	begin to long for the end credits as the desert does for rain 	0
2005	animation back 30 years , musicals back 40 years and 	0
25611	seem great to knock back a beer with but they 're simply not funny performers 	0
21379	though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere . 	0
25885	tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i do n't know what she 's doing in here 	0
7425	is a monumental achievement in practically every facet of inept filmmaking : 	0
60555	you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness 	0
2780	ends up being neither , and fails at both endeavors . 	0
39853	replete with the pubescent scandalous 	0
1476	exercise in sham actor workshops and an affected malaise 	0
46825	most disappointing woody allen movie 	0
24273	is just lazy writing . 	0
24186	is dudsville . 	0
1325	especially the pseudo-educational stuff we all ca n't stand 	0
46903	its perfunctory conclusion 	0
58964	a film neither bitter nor sweet 	0
5472	were made by a highly gifted 12-year-old instead of a grown man 	0
9370	agony 	0
37729	murder 	0
13667	you were thinking someone made off with your wallet 	0
60236	, cliched and clunky 	0
51050	rhetoric and cliché 	0
35835	only defies credibility 	0
23512	who cares ? ) . 	0
30963	know how to suffer ' and if you see this film you 'll know too 	0
29806	expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . 	0
20117	irksome characters 	0
53527	this low-rent -- and even lower-wit -- rip-off 	0
41432	misery 	0
18490	the death of self ... this orgasm ( wo n't be an ) exceedingly memorable one for most people 	0
64084	is precious little of either . 	0
36183	a 1986 harlem that does n't look much like anywhere in new york 	0
39999	of the great crimes 	0
65440	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for 	0
25345	mundane soap opera 	0
47525	the tedium 	0
17551	but fails to keep it up and settles into clichés 	0
7492	it just seems manufactured to me and artificial 	0
1166	blab 	0
13045	michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest 	0
34272	to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters 	0
33909	the idea of narrative logic or cohesion is an entirely foreign concept 	0
28277	may not mark mr. twohy 's emergence into the mainstream 	0
13925	trailer-trash style 	0
16634	everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior 	0
12875	that hardly distinguish it from the next teen comedy 	0
54852	which means he can be forgiven for frequently pandering to fans of the gross-out comedy 	0
58199	the sum of all fears pretends to be a serious exploration of nuclear terrorism , 	0
58445	anything approaching even a vague reason to sit through it all 	0
14313	first mistake 	0
23646	of unfocused , excruciatingly tedious cinema 	0
46340	this alleged psychological thriller in search of purpose or even a plot 	0
3307	believe that resident evil is not it . 	0
39175	to fill time 	0
5138	sadly , as blood work proves , that was a long , long time ago . 	0
26083	its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through 	0
19570	anger 	0
43564	yet unforgivingly inconsistent 	0
40879	sermonize 	0
44025	pretty much self-centered 	0
54578	exercise in narcissism and self-congratulation disguised as a tribute 	0
37459	it is a failure . 	0
21923	manipulation , an exploitation piece doing its usual worst to guilt-trip parents 	0
49001	remake andrei tarkovsky 's solaris so much as distill it 	0
3360	is this so boring 	0
41066	is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending 	0
2426	it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland . 	0
65297	badder than bad 	0
12827	a squirm-inducing fish-out-of-water formula 	0
11980	look at a slice of counterculture that might be best forgotten . 	0
33144	is sandler running on empty , repeating what he 's already done way too often 	0
17677	who can out-bad-act the other 	0
7097	serves as auto-critique , and its clumsiness as its own most damning censure 	0
24271	patchy combination 	0
66371	trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed 	0
40066	of narrative banality 	0
26829	worst thing 	0
60785	are served with a hack script 	0
57036	all things insipid 	0
10725	tough to be startled when you 're almost dozing 	0
6114	have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies 	0
48989	humorless 	0
27608	poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo . 	0
62740	in which two not very absorbing characters are engaged in a romance 	0
31768	to lend some dignity to a dumb story 	0
11885	lulled into a coma 	0
19611	is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything 	0
28765	of having been slimed in the name of high art 	0
9998	this is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors . 	0
