	sentence	label
6167	boasts enough funny dialogue and sharp characterizations to be mildly amusing . 	1
40568	sparkling with ideas 	1
60420	the muckraking , soul-searching spirit 	1
30322	, you might have fun in this cinematic sandbox 	1
11044	's plenty to impress about e.t. 	1
14829	neighborhood 	1
14406	includes the line ` my stepdad 's not mean , he 's just adjusting ' 	1
28127	vastly entertaining 	1
9318	fast-moving and cheerfully simplistic 	1
39443	of race and culture forcefully told , with superb performances throughout 	1
29734	kirsten dunst 's remarkable performance 	1
19272	strangely comes off as a kingdom more mild than wild . 	1
30185	the brain is engaged 	1
12865	shapes history 	1
35578	with his talent 	1
53529	best man '' 	1
11361	in praise of love 	1
23522	's well worth 	1
42561	keeps the film grounded in an undeniable social realism 	1
35931	engaging examination 	1
15248	's gone to manhattan and hell 	1
66588	a dream image 	1
3256	very , very good reasons 	1
23521	a james bond series 	1
11581	a straightforward , emotionally honest manner 	1
16198	're definitely convinced that these women are spectacular . 	1
409	of our most flamboyant female comics 	1
25300	given by the capable cast 	1
5616	and resourceful hero 	1
9188	uncommonly pleasurable 	1
62459	has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes . 	1
50493	rip-roaring 	1
27493	a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 	1
40655	fast-paced 	1
25578	an enjoyable above average summer diversion . 	1
56920	a harrowing account 	1
63492	better 	1
52792	star performance 	1
2467	bravery 	1
57626	epiphany 	1
24814	an esteemed writer-actor 	1
23947	-- being real -- 	1
4533	is n't a bad film 	1
64450	it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible . 	1
26034	a breathtaking adventure for all ages , spirit 	1
31292	breathes life into a roll that could have otherwise been bland and run of the mill . 	1
12574	impressed 	1
26788	villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical . 	1
53088	ca n't help but be drawn in by the sympathetic characters 	1
5245	a pleasure 	1
9549	has fun with the quirks of family life 	1
57415	a movie you can trust 	1
56432	deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world . 	1
19172	artistic aspirations 	1
18149	best actors 	1
38898	you 're in the right b-movie frame of mind 	1
53780	a true 	1
6645	a shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown . 	1
62631	are canny and spiced with irony . 	1
10697	more good than great 	1
44644	smartly played and smartly directed . 	1
17944	, it 's almost impossible not to be swept away by the sheer beauty of his images . 	1
46817	feeling this movie 	1
9277	offers opportunities for occasional smiles 	1
25905	secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism . 	1
53895	intellectual masterpieces 	1
47280	is your film . 	1
52327	has an unmistakable , easy joie de vivre . 	1
67042	, i love it ... hell , i dunno . 	1
40981	of a romantic crime comedy that turns out to be clever , amusing and unpredictable 	1
61937	most breezy movie steven spielberg 	1
27704	marked by acute writing and a host of splendid performances 	1
21679	of film entertainment 	1
16552	the most purely enjoyable and satisfying evenings at the movies 	1
32265	palpable chemistry 	1
53583	examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country 	1
17838	more focused 	1
21911	a wildly entertaining 	1
14016	an accessible introduction as well as some intelligent observations on the success of bollywood 	1
29465	enter 	1
3996	endearing , masterful 	1
35355	, one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop . 	1
60119	the sheer joy and pride 	1
25021	the cast is spot on and the mood is laid back . 	1
7435	that tears welled up in my eyes both times 	1
29929	all the filmmakers need to do 	1
45154	like quirky , slightly strange french films 	1
54737	greg kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . 	1
46775	very compelling tale 	1
1826	place and personal identity 	1
14106	this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit . 	1
31473	a lovely film for the holiday season . 	1
28198	the front ranks of china 's now numerous , world-renowned filmmakers 	1
25398	beautifully reclaiming the story of carmen and recreating it an in an african idiom . 	1
224	the positive change in tone here seems to have recharged him . 	1
13326	transcendent love story 	1
3455	a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence 	1
61991	so slick and 	1
27196	girls , who learns that believing in something does matter 	1
49254	full 	1
39171	a well-balanced fashion 	1
32947	is at 22 a powerful young actor 	1
37249	recognized 	1
18767	cinematic intoxication 	1
28103	8 crazy nights 	1
57995	to tear your eyes away from the images 	1
38634	chance to see three splendid actors 	1
20109	at keeping themselves kicking 	1
10900	as the original 	1
50087	a sense of real magic , perhaps 	1
29547	seem to get a coherent rhythm going 	1
40926	enjoyable film 	1
11226	nice piece 	1
52826	a playful spirit 	1
55703	fierce grandeur 	1
2334	but that they are doing it is thought-provoking . 	1
62983	one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism . 	1
55211	undeniably exceedingly clever 	1
49555	is both inspiring and pure joy 	1
914	narrative discipline 	1
22303	a moving and weighty depiction of one family 	1
43682	the procession 	1
21566	would have a good time here . 	1
51778	this delicate coming-of-age tale 	1
44350	screenplay to die for 	1
42811	than the first 30 or 40 minutes 	1
63489	striking villains 	1
57619	's a masterpiece . 	1
19922	going at a rapid pace , occasionally 	1
30155	( and lovely ) experiment 	1
54736	handbag-clutching 	1
59837	a surprisingly sweet and gentle comedy 	1
22381	malcolm mcdowell is cool . 	1
489	betters it 	1
34454	is hilariously , gloriously alive , and quite often hotter than georgia asphalt . 	1
7752	to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense 	1
7004	original film 	1
63623	have a whale of a good time . 	1
5847	won -- 	1
32671	throws in enough clever and unexpected twists to make the formula feel fresh . 	1
41996	of the best actors there is 	1
34001	supremely good natured 	1
62186	wildly popular 	1
36314	suspense , intriguing characters and 	1
18418	music and laughter 	1
33176	they find new routes through a familiar neighborhood 	1
36721	an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and 	1
43894	the ideal casting 	1
60522	that is fully formed and remarkably assured 	1
35444	the whole package 	1
50158	the charming result is festival in cannes . 	1
13855	enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film 	1
36925	rush to the theater 	1
46709	actually improves upon the original hit movie 	1
63705	very very strong `` b + 	1
66013	providing comic relief 	1
34448	perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness . 	1
25083	cleaver 	1
23992	his art , which is more than he has ever revealed before about the source of his spiritual survival 	1
27055	's semi-amusing to watch robert deniro belt out `` when you 're a jet 	1
8514	proper respect 	1
23834	this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever . 	1
45864	the film works as well as it does because of the performances . 	1
34543	a story whose restatement is validated by the changing composition of the nation 	1
6501	-- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man 	1
49250	a work of extraordinary journalism , but 	1
38969	anything but frustrating , 	1
12486	the gorgeous piano and strings on the soundtrack 	1
52444	a naturally funny film , 	1
47741	schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close . 	1
14420	is moody , oozing , chilling and heart-warming all at once ... 	1
30115	the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon . 	1
61206	amicable 	1
17747	a fairy tale 	1
61223	australia is a weirdly beautiful place 	1
34998	crude to serve the work especially well 	1
50772	jaw-droppingly 	1
28072	shows off a lot of stamina and vitality , 	1
43546	make this an eminently engrossing film 	1
15594	a sense of real magic , perhaps . 	1
44044	behold in its sparkling beauty 	1
46166	that could make a person who has lived her life half-asleep suddenly wake up and take notice 	1
54560	most appealing movies 	1
49634	of a classic text since roland joffé and demi moore 	1
40651	interested in the sights and sounds of battle 	1
6623	historical truth and realism 	1
17726	actually looks as if it belongs on the big screen 	1
17062	benefit enormously from the cockettes ' camera craziness -- not only did they film performances 	1
15826	a worthy substitute 	1
6353	( ferrera ) has the charisma of a young woman who knows how to hold the screen . 	1
14235	passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats . 	1
40396	that the artist 's work may take on a striking new significance for anyone who sees the film 	1
39974	new ground 	1
10165	revelatory and 	1
14259	i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , 	1
5637	works beautifully as a movie without sacrificing the integrity of the opera . 	1
4383	take nothing seriously and enjoy the ride 	1
23013	tremendous 	1
34261	with really solid performances by ving rhames and wesley snipes 	1
4348	a 90-minute , four-star movie 	1
62653	, it 's goofy ( if not entirely wholesome ) fun 	1
