	sentence	label
40390	a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences 	0
38988	that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery 	0
65406	it 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless . 	0
3717	where the old adage `` be careful what you wish for '' 	0
37218	weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil 	0
29056	a silly , nickelodeon-esque kiddie flick 	0
38537	just a kiss is a just a waste . 	0
1033	it plainly has no business going 	0
58340	bombs 	0
43486	snoozer . 	0
30318	altogether creepy 	0
41397	no worse 	0
39295	and ( too ) short 	0
13239	grievous but obscure 	0
15540	overrides what little we learn along the way about vicarious redemption 	0
32478	the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice 	0
28588	if it 's not entirely memorable 	0
64076	a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks 	0
6608	follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity 	0
48067	of other , better movies 	0
3873	it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . 	0
54062	is downright doltish and uneventful 	0
3785	a boring , pretentious muddle 	0
18831	's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison 	0
13084	merchandised-to-the-max 	0
16965	display than a movie , which normally is expected to have characters and a storyline 	0
42979	prevents them from firing on all cylinders 	0
65649	rollerball is as bad as you think , and worse than you can imagine . 	0
49865	seems a prostituted muse 	0
13594	is somehow guessable from the first few minutes , 	0
66199	comes with the laziness and arrogance of a thing that already knows it 's won 	0
4338	even the filmmakers did n't know what kind of movie they were making 	0
30082	stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits 	0
19700	, it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . 	0
36477	that gives hollywood sequels a bad name 	0
66056	occasionally loud and offensive , but more often 	0
14527	it 's just too dry and too placid 	0
13666	to make absurdist observations 	0
263	breezy , distracted rhythms 	0
53150	video , and so devoid of artifice and purpose 	0
20661	of torture and self-mutilation 	0
53901	the script is too mainstream and the psychology too textbook to intrigue . 	0
38266	a downer and 	0
28105	if you can swallow its absurdities and crudities 	0
5642	inane , humorless and under-inspired . 	0
23821	highly-praised disappointments i 	0
66243	of the low-grade cheese standards on which it operates 	0
56059	love liza is a festival film that would have been better off staying on the festival circuit . 	0
52643	that it jams too many prefabricated story elements into the running time 	0
14809	just more of the same , 	0
23984	that is the central flaw of the film 	0
307	becomes one more dumb high school comedy about sex gags and prom dates 	0
28154	you 'll forget about it by monday , though 	0
56600	to make the stones weep -- as shameful as it 	0
51556	's uninteresting 	0
9606	something awfully deadly about any movie with a life-affirming message 	0
46077	is why i have given it a one-star rating 	0
60359	nothing about them is attractive . 	0
20295	heathers , then becomes bring it on , then becomes unwatchable 	0
43564	yet unforgivingly inconsistent 	0
16175	saddled with an unwieldy cast of characters and angles 	0
55247	's a glorified sitcom , and a long , unfunny one at that . 	0
37341	stands for milder is n't better . 	0
981	would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head 	0
2925	's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . 	0
40616	the story suffers a severe case of oversimplification , superficiality and silliness . 	0
2977	low , very low , 	0
6488	the plot seems a bit on the skinny side 	0
50649	outlandish 	0
3181	'' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . 	0
40652	rent those movies instead 	0
21556	an inexpressible and drab wannabe looking for that exact niche 	0
59582	made all the more poignant by the incessant use of cell phones 	0
41892	want to pack raw dough in my ears 	0
10938	after the most awful acts are committed 	0
60966	it is messy , uncouth , incomprehensible , vicious and absurd . 	0
66525	its rather routine script 	0
43147	a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas 	0
52147	cheap , graceless , hackneyed sci-fi serials 	0
12507	is a movie where the most notable observation is how long you 've been sitting still . 	0
7972	the direction occasionally rises to the level of marginal competence 	0
50644	with a sickening thud 	0
58116	like a cold old man going through the motions 	0
33202	its agonizing , catch-22 glory 	0
32842	the very definition of what critics have come to term an `` ambitious failure 	0
55146	a clichéd and shallow cautionary tale about the hard-partying 	0
37536	busy urban comedy is clearly not zhang 's forte 	0
51427	contentious configurations 	0
7240	any way of gripping what its point is 	0
5079	jams too many prefabricated story elements 	0
9985	lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
20687	water torture 	0
62551	of the most curiously depressing 	0
66790	so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , love in the time of money . 	0
55148	distracting 	0
40302	self-conscious art drivel 	0
17703	not taken 	0
15034	too harsh 	0
49557	the real horror may be waiting for us at home 	0
23468	i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care 	0
5898	a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness . 	0
61520	sit near the back and squint to avoid noticing some truly egregious lip-non-synching 	0
46947	unsurprisingly 	0
61970	than much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand 	0
54811	to hell 	0
65771	if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor . 	0
67193	a degree of randomness usually achieved only by lottery drawing 	0
13669	as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness 	0
65005	with strangeness than excellence 	0
66316	mawkish dialogue 	0
11285	slippery self-promoter 	0
40369	's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow . 	0
44790	it 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt . 	0
4950	unpleasantly 	0
5096	michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously . 	0
6127	overcooked , ham-fisted direction 	0
3258	an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested 	0
61340	rather slow 	0
34744	like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy 	0
13961	alienation 	0
40496	otherwise appalling , and downright creepy 	0
52951	situates it all in a plot as musty as one of the golden eagle 's carpets 	0
35732	white oleander may leave you rolling your eyes in the dark , 	0
66943	a wretched movie 	0
13300	a low-budget hybrid of scarface or 	0
2348	painful , horrifying and oppressively tragic 	0
12144	the superficial tensions of the dynamic he 's dissecting 	0
6289	pure hollywood 	0
3215	its critical backlash 	0
6009	bona fide groaners 	0
61400	loosely tied series 	0
23775	ozpetek falls short in showing us antonia 's true emotions 	0
23756	than bland 	0
38649	in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested 	0
37070	looks as though jay roach directed the film from the back of a taxicab 	0
29158	blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves 	0
33859	you 're not fans of the adventues of steve and terri 	0
33693	casting call 	0
63208	detention 	0
55587	and crude humor 	0
40929	that makes as much of a mess as this one 	0
47295	smug and cartoonish 	0
7687	somebody might devote time to see it 	0
22164	's nothing very attractive about this movie 	0
13309	the smug self-satisfaction 	0
43285	juvenile delinquent 	0
58317	where normally good actors , even kingsley , are made to look bad 	0
12673	except : film overboard 	0
44199	spend 110 claustrophobic minutes 	0
33667	that if the filmmakers just follow the books 	0
14254	of vignettes which only prove that ` zany ' does n't necessarily mean ` funny 	0
30880	a silly comedy 	0
7132	to say that this vapid vehicle is downright doltish and uneventful 	0
21864	it leaves a bad taste in your mouth and questions on your mind 	0
25495	the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality 	0
47473	too much power , not enough puff 	0
36940	that the material is so second-rate 	0
23735	wimps out by going for that pg-13 rating , so 	0
34384	coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings . 	0
622	i do n't see the point 	0
62446	a retread story , bad writing , and the same old silliness 	0
40328	every cheap trick 	0
23227	i have given this movie a rating of zero . 	0
52560	it the adventures of direct-to-video nash 	0
66565	a stab 	0
23406	unimaginative 	0
30635	nothing distinguishing 	0
35566	gleaned from this three-hour endurance test built around an hour 's worth of actual material 	0
30657	end up trying to drown yourself in a lake afterwards 	0
52236	hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound . 	0
22094	is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously . 	0
46488	a cold blanket 	0
15487	's apparently been forced by his kids to watch too many barney videos 	0
54472	invented to describe exactly how bad it is 	0
55773	only has about 25 minutes of decent material . 	0
47177	this year 's razzie 	0
40967	this starts off with a 1950 's doris day feel and it gets very ugly , very fast 	0
47652	instantly disposable 	0
3925	i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful . 	0
23915	exhaustingly contrived 	0
10671	a literary detective story is still a detective story 	0
66437	stress ` dumb . 	0
44418	are acting like puppets 	0
46064	bogs down in rhetoric and cliché 	0
12683	a dull , simple-minded and stereotypical tale of drugs 	0
635	of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel 	0
66687	the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year 	0
5216	starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers 	0
5072	leave the same way you came -- a few tasty morsels under your belt , but no new friends . 	0
30066	this noble warlord would be consigned to the dustbin of history 	0
32206	to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny 	0
52120	argentine retread 	0
61267	deadly dull , pointless meditation on losers in a gone-to-seed hotel . 	0
12215	a complete waste 	0
59190	the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects 	0
18669	could very well clinch him this year 's razzie . 	0
34256	should avoid this like the dreaded king brown snake . 	0
21885	to spend 110 claustrophobic minutes 	0
16277	is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . ' 	0
54267	upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work 	0
14326	of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them 	0
46484	so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened . 	0
38735	unfunny and 	0
19731	what more can be expected from a college comedy that 's target audience has n't graduated from junior high school ? 	0
62729	watching this film , what we feel is n't mainly suspense or excitement . 	0
7081	alone , should scare any sane person away . 	0
42906	unfortunate title 	0
403	the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . 	0
46244	significantly less charming than listening to a four-year-old with a taste for exaggeration 	0
39983	needed more emphasis 	0
38541	it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . 	0
53887	the acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff . 	0
42279	's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah . 	0
39737	a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety 	0
26795	rather tired 	0
64459	ame and unnecessary 	0
9625	bad alternative music 	0
34174	too-spectacular 	0
15104	slightly unfulfilled 	0
8210	absurdly inappropriate ` comedy ' scenes 	0
61841	ultimately , sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness . 	0
12417	the quiet american is n't a bad film , it 's just one that could easily wait for your pay per view dollar . 	0
36338	he seems to want both , but succeeds in making neither . 	0
33609	stale copy 	0
21851	the unacceptable , the unmentionable 	0
59916	by a failure 	0
42236	are cast adrift in various new york city locations with no unifying rhythm or visual style . 	0
45228	though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama . 	0
11860	the master of disguise represents adam sandler 's latest attempt to dumb down the universe . 	0
59095	on the irrelevant as on the engaging , which gradually turns what time 	0
39806	even by the intentionally low standards of frat-boy humor , sorority boys is a bowser . 	0
14079	straight-to-video 	0
49641	aggressively silly 	0
44591	this might not seem like the proper cup of tea , 	0
53472	airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length 	0
60116	's not a fresh idea at the core of this tale 	0
14500	audience falls asleep 	0
376	only open new wounds 	0
8560	refracting 	0
31237	is so formulaic and forgettable that it 's hardly over before it begins to fade from memory 	0
52856	's also cold , gray , antiseptic and emotionally desiccated . 	0
25167	is supremely unfunny and unentertaining to watch middle-age 	0
27831	hit-man 	0
21128	hated myself 	0
40460	this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . 	0
24218	it gives poor dana carvey nothing to do that is really funny , 	0
51218	although this idea is `` new '' 	0
14484	to consider the looseness of the piece 	0
46357	somber , absurd , and , finally , 	0
6805	the only way for a reasonably intelligent person to get through the country bears 	0
34602	big mistake . 	0
6373	it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast 	0
14562	crummy . 	0
8669	if the film has a problem 	0
15511	can analyze this movie in three words : thumbs friggin ' down 	0
2727	pathetic 	0
23275	cheesier to cheesiest 	0
59082	a determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird . 	0
36934	's virtually impossible to like any of these despicable characters . 	0
14125	to make a film in which someone has to be hired to portray richard dawson 	0
12682	of hell so shattering it 	0
11758	teeth-gnashing 	0
44339	hampered 	0
49485	it makes absolutely no sense 	0
29124	techno-tripe 	0
63787	its rather slow beginning 	0
4917	the movie is without intent . 	0
8485	suffocating rape-payback horror 	0
33466	the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line 	0
12610	as morose as teen pregnancy , rape and suspected murder 	0
61958	to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved . 	0
18455	every bad action-movie line in history 	0
35208	j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl 	0
52946	the point of ridiculousness 	0
27135	this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension . 	0
45273	know better than to rush to the theater for this one 	0
28708	action confined to slo-mo gun firing and random glass-shattering 	0
33744	minor-league soccer remake 	0
25752	visually atrocious 	0
28217	mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold . 	0
38371	one look at a girl in tight pants and big tits and you turn stupid ? 	0
8860	cletis tout might inspire a trip to the video store -- in search of a better movie experience . 	0
54293	fails to convince the audience that these brats will ever be anything more than losers . 	0
478	stale retread 	0
2258	america 's thirst for violence 	0
26679	cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j. 	0
33623	there 's no discernible feeling beneath the chest hair 	0
3050	does seem pretty unbelievable at times 	0
61328	parts of the film feel a bit too much like an infomercial for ram dass 's latest book aimed at the boomer demographic . 	0
43498	about bad cinema 	0
24761	dim-witted pairing 	0
25820	it probably wo n't have you swinging from the trees hooting it 's praises 	0
2089	` blade ii ' just does n't cut it 	0
4371	the paper-thin characterizations 	0
44585	dreary movie . 	0
11180	the only fun part of the movie is playing the obvious game . 	0
1592	inspire anything more than a visit to mcdonald 's , let alone 	0
64963	a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination 	0
36360	clunky tv-movie approach 	0
41087	on badly-rendered cgi effects 	0
67280	where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable . 	0
16709	hunky has-been 	0
63607	nothing in it to engage children emotionally 	0
23512	who cares ? ) . 	0
44998	clumsy cliché 	0
51955	's not very good either 	0
30003	tries to cram too many ingredients into one small pot 	0
24702	the histrionics reach a truly annoying pitch 	0
61900	the script is too mainstream and the psychology too textbook to intrigue 	0
47490	a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise . 	0
20504	this is the kind of movie that gets a quick release before real contenders arrive in september . 	0
37328	succumbing to sentimentality 	0
56267	gives poor dana carvey nothing 	0
47167	slob 	0
59929	as a war tribute is disgusting to begin with 	0
29855	, it probably wo n't have you swinging from the trees hooting it 's praises 	0
39241	is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery 	0
27129	shooting 	0
30290	you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie . 	0
59362	has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone 	0
27657	any john waters movie has it beat by a country mile . 	0
2780	ends up being neither , and fails at both endeavors . 	0
37818	some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and 	0
3644	scream low budget 	0
22235	i ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops . 	0
8409	an imitation movie 	0
18358	the santa clause 2 's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry . 	0
10983	lack depth or complexity 	0
60254	orwell 's dark , intelligent warning cry 	0
10129	clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up . 	0
33901	sprinkled with a few remarks so geared toward engendering audience sympathy 	0
65686	for wrapping the theater in a cold blanket of urban desperation 	0
54498	that stifles creativity and allows the film to drag on for nearly three hours 	0
43960	is an entirely foreign concept 	0
48715	simultaneously degrades its characters , its stars and its audience . 	0
2761	seems the film should instead be called ` my husband is travis bickle ' 	0
65836	little melodramatic 	0
54523	is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender 	0
4140	justify his exercise 	0
1738	proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast 	0
6477	'' will leave you wanting to abandon the theater . 	0
16161	as for children , they wo n't enjoy the movie at all . 	0
9827	but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . 	0
16349	bears more than a whiff of exploitation , despite iwai 's vaunted empathy 	0
57137	difficult , endless 	0
59231	for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary 	0
42367	does n't capture the effect of these tragic deaths on hip-hop culture 	0
22576	too campy to work as straight drama and too violent and sordid to function as comedy 	0
1711	the emotional overload of female angst irreparably drags the film down . 	0
49458	least favorite emotions 	0
29478	an ugly , pointless , stupid movie 	0
13056	the documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice . 	0
11722	overeager 	0
18112	bad singer-turned actors 	0
52747	an exercise in gross romanticization of the delusional personality type 	0
18104	's undone by a sloppy script 	0
51756	is about as interesting as a recording of conversations at the wal-mart checkout line 	0
62114	foul up shum 's good intentions . 	0
13113	, find an escape clause and avoid seeing this trite , predictable rehash . 	0
9537	too amateurish 	0
25127	grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration 	0
59682	he 's just a sad aristocrat in tattered finery 	0
28825	the fact that the ` best part ' of the movie comes from a 60-second homage to one of demme 's good films does n't bode well for the rest of it . 	0
38428	in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs. sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase . 	0
64519	dramatic nor 	0
52241	, hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial . 	0
520	leave the theater 	0
62219	can not be revived 	0
61764	of relentlessly nasty situations 	0
7983	carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff 	0
6586	aloof 	0
52059	the inherent limitations of using a video game as the source material movie 	0
60411	cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds . 	0
1551	sanctimonious , self-righteous and 	0
13372	swipe 90 minutes of your time 	0
65440	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for 	0
36448	why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
48516	offering next to little insight 	0
20549	unreligious 	0
42623	further demonstrates just how far his storytelling skills have eroded . 	0
58467	it 's undone by a sloppy script 	0
66034	the slapstick is labored , and 	0
51624	seemed wasted like deniro 's once promising career and the once grand long beach boardwalk . 	0
61666	ford and neeson capably hold our interest , but its just not a thrilling movie 	0
26946	the worst elements of all of them 	0
37373	provide any conflict 	0
13722	i know better than to rush to the theater for this one 	0
62102	thumbs down . 	0
42207	am more offended by his lack of faith in his audience than by anything on display here 	0
52701	its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare . 	0
24740	popped up with more mindless drivel 	0
37804	far-fetched 	0
17082	feels like a spectator and not a participant 	0
26812	the same mistake 	0
48894	between the artificial structure 	0
14366	by characters who are nearly impossible to care about 	0
26983	ludicrous 	0
1872	that few will bother thinking it all through 	0
55460	-- from the writing and direction to the soggy performances -- 	0
25143	spin hopelessly out 	0
66722	bull 	0
57002	made to air on pay cable to offer some modest amusements when one has nothing else to watch . 	0
26512	thinly-conceived 	0
1577	's plenty to offend everyone 	0
19930	its laziest 	0
33886	this tale has been told and retold ; 	0
47691	endure instead of 	0
46964	of abuse 	0
57745	understatement 	0
31005	allows nothing 	0
56430	might imagine that most every aggrieved father cliché has been unturned 	0
46857	there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes 	0
4321	's far from a groundbreaking endeavor 	0
59634	high crimes carries almost no organic intrigue as a government / marine/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue 	0
14152	mild disturbance or detached pleasure at the acting 	0
8915	should be doing a lot of things , but does n't . 	0
4467	was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and 	0
40935	can disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it . 	0
11838	by the incessant use of cell phones 	0
46429	the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack 	0
55891	and mind-numbing indifference 	0
46388	uncool the only thing missing is the `` gadzooks 	0
