	sentence	label
1927	millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .	0
2460	it 's tough to be startled when you 're almost dozing .	0
4905	should have been worth cheering as a breakthrough but is devoid of wit and humor .	0
4253	laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .	0
2915	a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .	0
3972	is n't it a bit early in his career for director barry sonnenfeld to do a homage to himself ?	0
2924	has all the scenic appeal of a cesspool .	0
719	we 've liked klein 's other work but rollerball left us cold .	0
3575	the first fatal attraction was vile enough .	0
6190	twenty-three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style finally has failed him .	0
6229	one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .	0
6120	this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .	0
458	decent but dull .	0
1462	i have to admit i walked out of runteldat .	0
1428	feel free to go get popcorn whenever he 's not onscreen .	0
4048	steve oedekerk is , alas , no woody allen .	0
2563	the fourth `` pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance .	1
3989	and , there 's no way you wo n't be talking about the film once you exit the theater .	1
4378	s1m0ne 's satire is not subtle , but it is effective .	1
2934	a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .	1
5685	a french film with a more down-home flavor .	1
2719	intensely romantic , thought-provoking and even an engaging mystery .	1
4069	a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .	1
6588	seen in that light , moonlight mile should strike a nerve in many .	1
850	goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner laurence coriat do n't manage an equally assured narrative coinage .	1
5952	move over bond ; this girl deserves a sequel .	1
5866	a lively and engaging examination of how similar obsessions can dominate a family .	1
3243	but that they are doing it is thought-provoking .	1
2544	its director 's most substantial feature for some time .	1
6320	a terrific date movie , whatever your orientation .	1
1324	white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .	1
1884	audacious-impossible yet compelling ...	1
6189	wise and deadpan humorous .	1
1537	what i saw , i enjoyed .	1
3702	if you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , eisenstein delivers .	1
889	holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .	1
1869	-lrb- danny huston gives -rrb- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	1
524	hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .	1
6668	as giddy and whimsical and relevant today as it was 270 years ago .	1
6915	painful , horrifying and oppressively tragic , this film should not be missed .	1
3341	pipe dream does have its charms .	1
2100	it 's the funniest american comedy since graffiti bridge .	1
3595	this story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .	1
6139	you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear .	1
768	... a solid , unassuming drama .	1
5607	the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .	1
2428	a remarkable movie with an unsatisfying ending , which is just the point .	1
5878	every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .	1
1022	the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack .	1
2277	when it 's this rich and luscious , who cares ?	1
5495	reminiscent of alfred hitchcock 's thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen .	1
716	kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .	1
564	it 's funny , as the old saying goes , because it 's true .	1
3093	he nonetheless appreciates the art and reveals a music scene that transcends culture and race .	1
5518	as it turns out , you can go home again .	1
855	we 're drawn in by the dark luster .	1
1059	one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead .	1
5901	both damning and damned compelling .	1
3665	it 's a testament to de niro and director michael caton-jones that by movie 's end , we accept the characters and the film , flaws and all .	1
5493	you 'll probably love it .	1
4719	even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .	1
4588	fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .	1
187	funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .	1
3145	huppert and girardot give performances of exceptional honesty .	1
4973	a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .	1
6736	this slight premise ... works because of the ideal casting of the masterful british actor ian holm as the aged napoleon .	1
